Gene.id	genename	Ctrl_d3_rep1	Ctrl_d3_rep2	R_si628_rep1	R_si628_rep2	Ctrl_d3_rep1.1	Ctrl_d3_rep2.1	R_si628_rep1.1	R_si628_rep2.1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome	strand	start	end	length	type
ENSG00000075340	ADD2	2141.19078863219	2128.86935101483	555.485377329576	406.850627165151	11.4899543240887	11.4836410775752	10.2487259299128	10.0325291055099	1308.09903603544	-2.14881139110543	0.148231815521047	-14.4962900410562	1.27877096478333e-47	1.66911580178344e-44	chr2	-	70607617	70768198	160581	protein_coding
ENSG00000286190	AC055839.2	1176.39312593935	1301.12485766102	4515.92905441808	3647.5514894113	10.8787072618369	10.9750823074264	12.3651109967841	12.1037236878768	2660.24963185744	1.72010204942177	0.12280141434235	14.0071843523431	1.40880551371539e-44	1.69739390471724e-41	chr17	-	5499426	5501006	1580	protein_coding
ENSG00000121440	PDZRN3	969.65076964803	922.599537997601	185.857889407264	179.014275952667	10.7015770130329	10.657649520725	9.59583579244038	9.57841460441854	564.28061825139	-2.37433174382875	0.17076366583797	-13.9041975479822	5.97330208571837e-44	6.68284504061477e-41	chr3	-	73382430	73624941	242511	protein_coding
ENSG00000198959	TGM2	28440.1773788358	25431.8902714761	11102.3985284688	9068.97171326267	14.8348661070263	14.6781105834014	13.5360581317355	13.2647804716746	18510.8594730108	-1.41715066126251	0.104379929896143	-13.5768500963026	5.49387477375395e-42	5.73670403875387e-39	chr20	-	38127384	38165270	37886	protein_coding
ENSG00000120885	CLU	1021.0937033731	1022.82373611179	2708.51328720474	2801.30218490779	10.7479517721803	10.7494828727235	11.7534552973526	11.792202492419	1888.43322789936	1.43062437610946	0.10632772870118	13.4548569181802	2.882968227699e-41	2.82224570940309e-38	chr8	-	27596916	27614700	17784	protein_coding
ENSG00000164938	TP53INP1	2602.23594937574	3150.79822821489	7540.81841179361	7604.30945546812	11.7077219695933	11.929269319883	13.0208475741549	13.0318512185086	5224.54051121309	1.39611511863643	0.104289450519667	13.3869256351403	7.21040899868486e-41	6.64333153802359e-38	chr8	-	94925971	94949378	23407	protein_coding
ENSG00000118515	SGK1	2091.68909768919	1957.05643996193	5121.53341316085	4698.85351000605	11.4644148363	11.3924751345852	12.5226369475603	12.4145498544862	3467.28311520451	1.2785513959921	0.0981059270583382	13.0323562941495	8.00953902287867e-39	6.96963387307492e-36	chr6	-	134169245	134318058	148813	protein_coding
ENSG00000137809	ITGA11	15145.5761857736	15912.3811684514	31052.8855672586	29527.591117138	13.9590013297784	14.0268869702736	14.9584234312117	14.8875826854935	22909.6085096554	0.963868593548735	0.0775789470708119	12.4243577664046	1.92768270466648e-35	1.58912074753637e-32	chr15	-	68296531	68432163	135632	protein_coding
ENSG00000144136	SLC20A1	11307.7392056052	12760.6880813247	25079.3294700735	24583.5422958271	13.5608112704918	13.7247631942032	14.6585719457762	14.6306400481523	18432.8247632076	1.04495141109771	0.0854053398929112	12.2351999583159	2.01607748364564e-34	1.57889108131708e-31	chr2	+	112645938	112663825	17887	protein_coding
ENSG00000147394	ZNF185	245.567211932885	235.347893786003	932.421883374646	955.827740086662	9.73467498832951	9.71237952022666	10.6669447047364	10.6888266837338	592.291182295049	1.97350750865962	0.161691193874281	12.2054112000315	2.90835478096679e-34	2.1692171873468e-31	chrX	+	152914441	152973480	59039	protein_coding
ENSG00000189056	RELN	3284.58278727621	3625.96831034557	7299.62081374261	7959.08320235613	11.9784068843627	12.0965737248398	12.9782597443668	13.0918323038973	5542.31377843013	1.1425411838971	0.0945387070946364	12.0854327186152	1.26104495003975e-33	8.97806684203299e-31	chr7	-	103471788	103989658	517870	protein_coding
ENSG00000099219	ERMP1	686.229323464622	683.672208564663	1823.07794890496	2009.29963069296	10.4104362680502	10.4074732880095	11.316962165573	11.4208362887332	1300.5697779068	1.48407829134762	0.122999613733534	12.0657150563312	1.60264274399651e-33	1.09139970866162e-30	chr9	-	5765075	5833070	67995	protein_coding
ENSG00000140995	DEF8	1384.10610362171	1437.14341224457	431.232069242697	327.650371743669	11.0355464164367	11.0728132125835	10.0709823890057	9.89712417236931	895.032989213161	-1.89363631269022	0.157205511927436	-12.045610166419	2.04557152867108e-33	1.33499111889897e-30	chr16	+	89948730	89968059	19329	protein_coding
ENSG00000135679	MDM2	5182.14760675759	5645.66487412887	10876.8631121094	10864.5391478182	12.5374880756141	12.6462278671545	13.5083709204719	13.5068425489801	8142.30368520351	1.00557969834687	0.0847145155014963	11.870217192343	1.69028240139822e-32	1.05899573012401e-29	chr12	+	68808176	68850686	42510	protein_coding
ENSG00000173950	XXYLT1	592.079048533832	633.560109507567	1700.9129317103	1718.5370491456	10.2962426235341	10.347896559156	11.2442959144924	11.2550198296244	1161.27228472432	1.47983699302999	0.124780517473507	11.8595196028434	1.9207396574638e-32	1.15709789441752e-29	chr3	-	195068283	195271159	202876	protein_coding
ENSG00000125538	IL1B	512.488094468629	536.915347040311	2379.60747168065	1655.61081881072	10.1903031680033	10.2238544363173	11.6067937093167	11.2163383599093	1271.15543300008	1.94311083407272	0.164512598990021	11.8113192910568	3.41165542778973e-32	1.97913922094336e-29	chr2	-	112829750	112836779	7029	protein_coding
ENSG00000139132	FGD4	1321.01571320417	1662.6478580015	3886.30935041482	4081.5254917208	10.9898263950487	11.2207188674358	12.1805062034002	12.2403440396831	2737.87460333532	1.41648614522697	0.120068187183858	11.7973476442843	4.02808391656214e-32	2.25328137089688e-29	chr12	+	32399855	32582251	182396	protein_coding
ENSG00000179051	RCC2	5063.73179705082	5275.19328467106	9994.56021014794	10811.3773325353	12.508329781065	12.5599893500241	13.3946308021022	13.5002309584408	7786.21565610128	1.00881653811752	0.0856174176791323	11.7828423872611	4.78517387679576e-32	2.58448891145697e-29	chr1	-	17406759	17439677	32918	protein_coding
ENSG00000198612	COPS8	2231.45857799882	2493.97178700224	5224.90381232556	6069.12642229828	11.5353515069955	11.6595484243199	12.5478718049779	12.7388314147953	4004.86514990623	1.25674286550897	0.10726265076908	11.7165001656964	1.04917474540583e-31	5.47774134576383e-29	chr2	+	237085888	237100474	14586	protein_coding
ENSG00000198837	DENND4B	1574.34789626537	1389.71588992267	499.101523239732	464.352182471159	11.1647062849304	11.0395372983934	10.171492281258	10.121157352634	981.879372974733	-1.6208058736953	0.139838439791101	-11.5905603360318	4.60112586513123e-31	2.32475594921131e-28	chr1	-	153929500	153946718	17218	protein_coding
ENSG00000011201	ANOS1	455.221432397323	510.069579688295	1405.41977046167	1425.60459758669	10.1075492518732	10.1869274585567	11.0506466999907	11.0647927283	949.078845033495	1.55159733289446	0.136549754189639	11.3628716661006	6.40054732783052e-30	3.13286789986904e-27	chrX	-	8528873	8732137	203264	protein_coding
ENSG00000163297	ANTXR2	3154.51952087698	3184.80286686078	6330.65383975418	6161.34589778905	11.9306594491535	11.941921580867	12.7931705522563	12.7582283966116	4707.83053132025	0.978599457303615	0.0861813003785311	11.3551252186419	6.99396177946784e-30	3.31958858641833e-27	chr4	-	79901145	80073229	172084	protein_coding
ENSG00000166923	GREM1	14957.2756359121	17087.3309195579	7291.26765017374	8016.58475766214	13.9418301606366	14.1250718835108	12.9767619707811	13.1013224501187	11838.1147408265	-1.06590565637157	0.0941727865316708	-11.3186165093788	1.06133620986117e-29	4.8893261926634e-27	chr15	+	32718003	32745106	27103	protein_coding
ENSG00000122641	INHBA	5147.20523668018	5071.16545279574	9530.95963207589	10818.9718775757	12.5289456594312	12.5101778165912	13.3310572929233	13.5011773327812	7642.07554978188	0.993832272329415	0.0911923631060729	10.8981962795877	1.17564681308923e-27	5.26118743811904e-25	chr7	-	41689589	41705834	16245	protein_coding
ENSG00000113552	GNPDA1	2170.30943036336	2317.68458139068	4456.41276398991	4629.41766963653	11.5047610983308	11.577376198926	12.3486490651012	12.3959845661468	3393.45611134512	1.01733613515995	0.0945748934380951	10.756936626377	5.49670925635877e-27	2.39152658562076e-24	chr5	-	142000673	142013030	12357	protein_coding
ENSG00000119938	PPP1R3C	1495.72756359121	1608.95632329747	601.427776958338	509.919452713656	11.1128152258226	11.1869350816329	10.3080811747897	10.1867175866358	1054.00777914017	-1.48184587866636	0.138681368725348	-10.6852556495969	1.19319855967139e-26	5.05109974057648e-24	chr10	-	91628441	91633071	4630	protein_coding
ENSG00000107554	DNMBP	3633.03586665924	3838.94473133822	7493.83186671874	6954.43338700965	12.0989189958333	12.1656004248392	13.0126497004922	12.9150253667371	5480.06146293146	0.951270446541248	0.0895405914400456	10.6239017549733	2.30711696994972e-26	9.50957186850592e-24	chr10	-	99875576	100009947	134371	protein_coding
ENSG00000104081	BMF	5450.03911068437	5679.66951277476	2793.08906833951	2346.71441748859	12.6013381995858	12.6538892091465	11.7888155520854	11.5912445133242	4067.37802732181	-1.11448658359425	0.105072701663517	-10.6068138150979	2.77035545208465e-26	1.1126173704103e-23	chr15	-	40087889	40108879	20990	protein_coding
ENSG00000124920	MYRF	989.063197468811	962.868189025624	323.68508829355	291.847516553135	10.7192728029899	10.6953365473714	9.88985920641722	9.8295490878315	641.86599783528	-1.66455161311131	0.157952763339943	-10.5382873836078	5.75371228206357e-26	2.25300988684904e-23	chr11	+	61752635	61788518	35883	protein_coding
ENSG00000171617	ENC1	6591.48986654632	6582.58215471421	11907.4346674182	11514.4152162767	12.8453893603109	12.8436370596529	13.630757641214	13.58530289366	9148.98047623885	0.830169687739518	0.079161602480078	10.4870247914504	9.90998708837807e-26	3.78585677476258e-23	chr5	-	74627405	74641424	14019	protein_coding
ENSG00000108819	PPP1R9B	5841.19953127312	5377.20720060871	10272.3028988127	10355.7046301103	12.6897328663898	12.5842593344193	13.4314142136512	13.4422785944464	7961.60356520122	0.878849516016163	0.0845835907372665	10.3903074858343	2.74466828806624e-25	1.02356522371385e-22	chr17	-	50133736	50150677	16941	protein_coding
ENSG00000173706	HEG1	18361.2448542861	18040.3556605545	10609.5618779057	9767.66985698095	14.2244737768174	14.2000736844875	13.4748515363362	13.3638682117549	14194.7080624318	-0.83699785043484	0.0810808645434857	-10.3230010576162	5.54619786067767e-25	2.02023481608824e-22	chr3	-	124965709	125055997	90288	protein_coding
ENSG00000125730	C3	586.255320187598	550.338230716319	103.370399164714	46.6522052482707	10.2888076149431	10.2418852227865	9.3547534381764	9.117819364538	321.654038829225	-2.91808622007278	0.283955973953161	-10.2765445623416	8.98928337928523e-25	3.19998058113056e-22	chr19	-	6677703	6720650	42947	protein_coding
ENSG00000120889	TNFRSF10B	4133.8765044354	4241.63124161846	7635.83564738946	7517.51465500622	12.2559719551024	12.2876092216747	13.0372838650914	13.0167875515253	5882.21451211238	0.855347702493817	0.083260497176798	10.2731515123858	9.3112230752793e-25	3.24092637840222e-22	chr8	-	23020132	23069031	48899	protein_coding
ENSG00000149218	ENDOD1	2118.86649663829	2224.61925457036	965.834537650109	982.951115231006	11.4784946363566	11.5319632790553	10.6980695219909	10.7137273228612	1573.06785102244	-1.15642528711847	0.11266333420086	-10.2644333697488	1.01917529384951e-24	3.47029187555758e-22	chr11	+	95089845	95132645	42800	protein_coding
ENSG00000255561	FDXACB1	66.0022545906567	67.1144183800389	370.67163336842	448.078157384553	9.21017135909823	9.21502068438032	9.97282309254163	10.0967862825683	237.966615930917	2.62028586072288	0.256654004902873	10.2094095968403	1.79956477791368e-24	5.99714534392808e-22	chr11	-	111874055	111879165	5110	protein_coding
ENSG00000101670	LIPG	785.232705350607	908.281795409859	2099.77649212364	1970.24197048511	10.5199839899847	10.6439781309199	11.4686196219771	11.3996882000584	1440.8832408423	1.26447284849042	0.124415654692409	10.1632937721266	2.89139980496825e-24	9.43499898858702e-22	chr18	+	49562056	49599185	37129	protein_coding
ENSG00000142327	RNPEPL1	2423.64161342456	2358.84809133043	1139.16268170407	1050.21708558898	11.6273422979094	11.5970005100758	10.8485274747461	10.7734890518771	1742.96736801201	-1.12700957534435	0.111200983178111	-10.1348885876235	3.86814269251277e-24	1.23646365291485e-21	chr2	+	240568483	240581372	12889	protein_coding
ENSG00000168209	DDIT4	2993.39636996449	3189.27716141945	1418.99366126108	1538.43783818716	11.8691811987668	11.9435779545488	11.0601759577743	11.1412507833164	2285.02625770804	-1.06413921525097	0.105588009022384	-10.0782202932284	6.89638936775387e-24	2.16036293334258e-21	chr10	+	72273923	72276036	2113	protein_coding
ENSG00000135454	B4GALNT1	1478.2563785525	1495.30924150727	604.560213296663	487.135817592408	11.1010090464563	11.1125337441393	10.3120216024894	10.1544113089074	1016.31541273721	-1.4450975903301	0.143674704475372	-10.0581211954246	8.45973517830793e-24	2.59813396270269e-21	chr12	-	57623408	57633201	9793	protein_coding
ENSG00000102974	CTCF	1724.79421187643	1712.75995705859	752.828866644031	741.010608943462	11.2588070708743	11.2515138343829	10.4851868407566	10.4722489575816	1232.84841113063	-1.20229814945801	0.120465212366386	-9.98045930306682	1.85605605231845e-23	5.59065498989691e-21	chr16	+	67562466	67639176	76710	protein_coding
ENSG00000185585	OLFML2A	3921.31041979784	3718.13877825415	1907.65373003973	1997.36534562945	12.1914216045043	12.1268591833107	11.3651096972342	11.4144086042419	2886.11706843029	-0.96812616090272	0.097415150212229	-9.93814780137953	2.84059554289028e-23	8.39476377137556e-21	chr9	+	124777132	124814882	37750	protein_coding
ENSG00000143641	GALNT2	8971.45351737412	8890.42328807582	5171.65239457404	4767.2044153698	13.2503913950975	13.2383246557001	12.5349276521999	12.4325922648378	6950.18340384844	-0.845656489297545	0.0856493503237268	-9.87347231591643	5.42533206251471e-23	1.57364770546607e-20	chr1	+	230067237	230282122	214885	protein_coding
ENSG00000100302	RASD2	762.908413356708	790.160419060991	249.550761619866	235.430896252901	10.4961155626496	10.5251915455582	9.7432232017443	9.71256278976367	509.512622572617	-1.67899354669429	0.171633515481017	-9.78243405426246	1.33949740373333e-22	3.81464506085002e-20	chr22	+	35540830	35553999	13169	protein_coding
ENSG00000198513	ATL1	22.3242919938986	24.161190616814	245.374179835433	247.365181316412	8.96651579825881	8.9802540680277	9.73425877231982	9.73854288606762	134.806210940639	3.40475246499582	0.350115026388985	9.72466820436627	2.36675725493366e-22	6.61973551500462e-20	chr14	+	50533025	50633049	100024	protein_coding
ENSG00000173559	NABP1	2881.774909995	2693.52532431889	5233.25697589443	5072.07115199222	11.8249639468274	11.7470951589416	12.5498916722559	12.5104028137273	3970.15709055013	0.886452736138434	0.0917313018033338	9.6635795929173	4.30550950949438e-22	1.18310869205632e-19	chr2	+	191678135	191741097	62962	protein_coding
ENSG00000255737	AGAP2-AS1	637.698253912669	637.139545154502	187.946180299481	151.890900808323	10.3529292105284	10.3522509603109	9.6010810011881	9.50549727813249	403.668720043744	-1.90653107579009	0.19792944551339	-9.63237718796678	5.83633877079405e-22	1.57611334770599e-19	chr12	+	57726270	57728356	2086	lncRNA
ENSG00000138623	SEMA7A	3106.95907271606	2914.55547551715	1428.39097027605	1548.20225323912	11.9127889519557	11.8380939513639	11.0667338743132	11.1476688378104	2249.5269429371	-1.01649472855969	0.105919935943803	-9.59682159455808	8.24476583421988e-22	2.18877571629468e-19	chr15	-	74409288	74433958	24670	protein_coding
ENSG00000148082	SHC3	3816.48330956562	4197.7831549435	7123.16023335032	7690.01932092425	12.158476747181	12.2748199004749	12.9462822882662	13.0465731492259	5706.86150469592	0.886046865053571	0.0928339351671278	9.54442859131665	1.36859974850148e-21	3.57272964346311e-19	chr9	-	89005770	89178818	173048	protein_coding
ENSG00000147883	CDKN2B	1492.81569941809	1355.71125127679	2810.83954092334	3029.13853612027	11.1108546676238	11.015162017364	11.7961253244782	11.8830518961216	2172.12625693462	1.03599622589438	0.108687876417807	9.53184715756072	1.54509149690169e-21	3.9673390354051e-19	chr9	-	22002902	22009305	6403	protein_coding
ENSG00000253537	PCDHGA7	892.971679755944	815.216468589539	252.683197958191	148.636095791002	10.6291954270765	10.5513403850249	9.74989072275073	9.49628352627927	527.376860523669	-2.08800826146095	0.219906694608718	-9.49497360767558	2.20267169614251e-21	5.56458818978713e-19	chr5	+	141382741	141512975	130234	protein_coding
ENSG00000111186	WNT5B	4084.3748134924	4052.81601124261	2241.78027279436	2168.7850765417	12.2411990526937	12.2317002373506	11.5404493581812	11.5039898669996	3136.93904351777	-0.883503068527822	0.0932881435051411	-9.47068979327616	2.78001730271515e-21	6.91165254165514e-19	chr12	+	1574656	1646367	71711	protein_coding
ENSG00000178568	ERBB4	91.2384107576725	102.908774849393	525.205159392438	412.27530219402	9.31138494673694	9.35315421237322	10.2078920089213	10.0412026615758	282.906911798381	2.27087374965217	0.239912762758811	9.46541452625893	2.92398973370093e-21	7.15600799983713e-19	chr2	-	211375720	212538841	1163121	protein_coding
ENSG00000113361	CDH6	8153.21968472818	8494.00079017772	13946.6507236676	15783.6344639963	13.1236246155801	13.1777855566137	13.8460024690366	14.015710034025	11594.3764156425	0.836584202250504	0.0887434693799394	9.42699455065045	4.22007451598022e-21	1.01690810990459e-18	chr5	+	31193685	31329146	135461	protein_coding
ENSG00000164587	RPS14	11934.7606242164	11727.1260382721	6777.5480906885	7196.3738932972	13.6338653099573	13.6100820021055	12.8815093153728	12.9596363259301	9408.95216161855	-0.759854570603705	0.0811086873389416	-9.36834999472229	7.36752276292304e-21	1.74844710660096e-18	chr5	-	150442634	150449739	7105	protein_coding
ENSG00000168528	SERINC2	3192.3737551275	3268.02474565203	1724.92827697079	1690.32873899548	11.9447231714725	11.9724170465657	11.2588881012948	11.2378150271052	2468.91387918645	-0.919636879909962	0.0984766736621939	-9.33862655703224	9.75917954974613e-21	2.28146312369662e-18	chr1	+	31409564	31434677	25113	protein_coding
ENSG00000118007	STAG1	2123.71960359348	2273.83649471572	4110.80062132809	4949.47349633979	11.480993928575	11.5561639277141	12.2491044336089	12.4796199459417	3364.45755399427	1.04261143568088	0.111675086492824	9.33611487059722	9.99339156312605e-21	2.30186017725358e-18	chr3	-	136336235	136752378	416143	protein_coding
ENSG00000187498	COL4A1	13182.9797330926	13226.0147154263	23222.8388668931	29817.2687636796	13.7691125354688	13.7735563633019	14.5510776507911	14.901306857128	19862.2755197729	1.00602848373632	0.107925429432656	9.32151476278413	1.14691030536475e-20	2.60348639317798e-18	chr13	-	110148962	110307157	158195	protein_coding
ENSG00000024422	EHD2	9191.78457313998	8806.30655037283	5377.34904745736	5118.72335724049	13.2826993840076	13.2256902307216	12.584292795986	12.5219446982541	7123.54088205267	-0.777914745707679	0.0837732644183951	-9.28595478651138	1.60263755165128e-20	3.58601599593058e-18	chr19	+	47713421	47743134	29713	protein_coding
ENSG00000169826	CSGALNACT2	964.797662692835	1123.04793422598	2192.70543682728	2533.32323848168	10.6971148808742	10.835247009234	11.5160431027998	11.6772504866489	1703.46856805694	1.17799601569209	0.126936277110491	9.28021557357245	1.69136011676998e-20	3.69025079485854e-18	chr10	+	43138444	43185302	46858	protein_coding
ENSG00000205269	TMEM170B	632.845146957473	740.048320003895	1556.82086014737	1726.13159418602	10.3470249084637	10.471189522844	11.1533086699848	11.2596151849698	1163.96148032369	1.25698750550272	0.135452667395043	9.27990219518353	1.69634206237512e-20	3.69025079485854e-18	chr6	+	11537748	11583524	45776	protein_coding
ENSG00000137267	TUBB2A	1223.95357410027	1083.67414210969	430.187923796589	461.097377453838	10.9162846480995	10.8022217883162	10.0693629977597	10.1163254909899	799.728254365097	-1.37235777700816	0.148065486250796	-9.26858656772741	1.8862889168597e-20	4.04725250750323e-18	chr6	-	3153665	3157544	3879	protein_coding
ENSG00000135916	ITM2C	1432.63717317367	1473.83262762565	653.63504926375	568.505943025438	11.0696866571571	11.0980032715912	10.3721166709952	10.2658540534924	1032.15269827213	-1.24956118556865	0.134856293159033	-9.26587225777497	1.93489281952872e-20	4.05410345371431e-18	chr2	+	230864941	230879248	14307	protein_coding
ENSG00000133816	MICAL2	10902.0194641508	11285.0657358756	18949.1515559721	23104.7758829575	13.5114856879468	13.5580988693167	14.2681334742449	14.5439627993901	16060.253159739	0.922473516295277	0.0995597965282417	9.26552231385491	1.94124854133035e-20	4.05410345371431e-18	chr11	+	12110590	12263785	153195	protein_coding
ENSG00000240891	PLCXD2	610.520854963574	637.139545154502	1448.22973375211	1397.39628743657	10.3194838910886	10.3522509603109	11.0804745156376	11.0449821059978	1023.32160532669	1.18934570878158	0.128879495737354	9.2283547664197	2.74820472789543e-20	5.66383298066133e-18	chr3	+	111674675	111846447	171772	protein_coding
ENSG00000066629	EML1	1726.7354546585	1853.25280620081	3380.94295449844	3363.29851789858	11.2599799118702	11.3343339647593	12.012770883811	12.0065405645239	2581.05743331408	0.913484086304491	0.0994518023525444	9.18519387980825	4.1078664091864e-20	8.35604046325799e-18	chr14	+	99737692	99909416	171724	protein_coding
ENSG00000160710	ADAR	10399.2375835926	10731.1480695124	6430.89180258057	6225.3570631297	13.4479170298903	13.4901952056595	12.8134635450717	12.771539492396	8446.6586297038	-0.739471662913464	0.0805698371487968	-9.17802106944568	4.39086126105217e-20	8.8171871707513e-18	chr1	-	154581694	154628004	46310	protein_coding
ENSG00000138777	PPA2	1468.55016464211	1521.26014994755	659.899921940399	514.259192736751	11.0944052582627	11.1298858592601	10.3795766385894	10.192768942412	1040.9923573167	-1.34792824117046	0.147397866093944	-9.14482873389333	5.97244232435302e-20	1.18413119147268e-17	chr4	-	105369076	105474062	104986	protein_coding
ENSG00000087253	LPCAT2	6642.93280027139	7576.77040565052	12326.1369913076	13657.1618526798	12.8554674090579	13.0270887700345	13.6776543346719	13.8173362705598	10050.7505124773	0.86955190657752	0.0954232597226756	9.11257809788368	8.04471385624165e-20	1.57505441412891e-17	chr16	+	55509071	55586666	77595	protein_coding
ENSG00000107984	DKK1	1490.87445663601	1810.29957843758	3363.1924819146	4209.5478224021	11.1095460495719	11.3095389599307	12.006503039844	12.2782626266004	2718.47858484757	1.19735433436058	0.13196124791049	9.07352994397835	1.15222319003665e-19	2.22805825006716e-17	chr10	+	52314280	52317657	3377	protein_coding
ENSG00000196747	H2AC13	3387.46865472635	3558.85389196553	1290.56377138977	1732.64120422066	12.0150682103456	12.074107437386	10.96718728148	11.263541828215	2492.38188057558	-1.2005475530504	0.132362792755869	-9.07012860679582	1.18876620451907e-19	2.27068842211979e-17	chr6	+	27808198	27808701	503	protein_coding
ENSG00000085117	CD82	1342.36938380703	1374.5032884232	592.030467943364	606.478668227519	11.0054760302541	11.0286872123202	10.2961807947467	10.3144284778857	978.845452100278	-1.18083575278307	0.130659582124395	-9.03749831113681	1.602981950463e-19	3.0250007578436e-17	chr11	+	44565662	44620358	54696	protein_coding
ENSG00000159164	SV2A	3385.52741194427	3549.90530284819	1826.21038524329	1473.34173784073	12.014385198769	12.0710848757415	11.3187757599708	11.0976693179602	2558.74620946912	-1.07149823028159	0.11868307382295	-9.02823120237042	1.74468906642995e-19	3.25322200565385e-17	chr1	-	149903317	149917844	14527	protein_coding
ENSG00000158258	CLSTN2	5621.83909689829	5020.15849482691	2813.97197726167	2228.45650185926	12.6408353224087	12.4974489782915	11.7974113527624	11.5338652816511	3921.10651771153	-1.0772975373526	0.119382663763063	-9.02390266220472	1.81505269164457e-19	3.344608271674e-17	chr3	+	139935184	140577397	642213	protein_coding
ENSG00000100280	AP1B1	4246.46858579593	4398.23155117188	2468.35983459985	2362.9884425752	12.2890131407014	12.3323706392265	11.6479056278946	11.5989592020146	3369.01210353571	-0.839382678960871	0.0931422727887329	-9.01183376601487	2.0263932517532e-19	3.69062761653609e-17	chr22	-	29327681	29388583	60902	protein_coding
ENSG00000138650	PCDH10	3336.02572100128	3633.12718163944	6500.84954746982	8726.13225143816	11.9968561888479	12.0989492721081	12.8274581158077	13.2135437374947	5549.03367538718	1.12741148916467	0.125308919487034	8.99705698349209	2.31849226162484e-19	4.17408555101493e-17	chr4	+	133154892	133208606	53714	protein_coding
ENSG00000285517	AC010198.2	665.846274252801	649.667569918776	1405.41977046167	1582.92017342388	10.3866150296676	10.367368413721	11.0506466999907	11.1702461308813	1075.96344701428	1.18368899279849	0.131730227557194	8.98570521549092	2.57080278105678e-19	4.5757368136014e-17	chr12	+	30796076	30879268	83192	lncRNA
