Gene.id	genename	Ctrl_d3_rep1	Ctrl_d3_rep2	R_si621_rep1	R_si621_rep2	Ctrl_d3_rep1.1	Ctrl_d3_rep2.1	R_si621_rep1.1	R_si621_rep2.1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome	strand	start	end	length	type
ENSG00000163431	LMOD1	1878.03275537988	1725.960123452	214.693733497846	186.228106417873	11.2989936272605	11.2072981571535	9.53912821167857	9.46605427321949	1001.2286796869	-3.17048290689997	0.149124252767302	-21.260679252806	2.6258831427686e-100	2.17267958399168e-97	chr1	-	201896455	201946548	50093	protein_coding
ENSG00000153246	PLA2R1	2562.51372916809	2719.8811517739	439.720320479545	465.570266044683	11.6502779017551	11.719980274118	9.98172628422756	10.022708095245	1546.92136686655	-2.54413242883282	0.120604183671462	-21.094893654463	8.86045370498878e-99	7.0124712518222e-96	chr2	-	159932005	160062615	130610	protein_coding
ENSG00000258791	LINC00520	12.3931095532683	10.5455812023544	1250.27527154628	1200.25037817673	8.70091587020209	8.67977916727103	10.8732248932343	10.8328063423736	618.366085119658	6.74322227705114	0.3250780632031	20.743393788581	1.40643910279145e-95	1.06672545783803e-92	chr14	-	55781131	55796731	15600	lncRNA
ENSG00000152661	GJA1	9281.48573927846	9978.75621272783	2631.43335388804	2353.43211407202	13.2816731865368	13.3794159176095	11.6812287781856	11.5519934864098	6061.27685499159	-1.95050134594971	0.0943991973061887	-20.6622662227006	7.57256506037223e-95	5.51373607175823e-92	chr6	+	121435594	121449715	14121	protein_coding
ENSG00000143322	ABL2	5882.9137733245	5630.46156362371	17856.3189149305	18538.9056707639	12.6780432112906	12.6212026257811	14.1782423844152	14.2304246329027	11977.1499806606	1.66053346327546	0.0804647973344013	20.6367693486445	1.28360681124184e-94	8.98672876347509e-92	chr1	-	179099329	179229677	130348	protein_coding
ENSG00000130508	PXDN	33150.6147388731	34334.6547979988	10022.8678793379	8587.98075365499	15.0462610731557	15.0958880105813	13.385381818201	13.1773929999634	21524.0295424662	-1.85862259004216	0.090701523200609	-20.4916359114648	2.55657090187852e-93	1.72360222692203e-90	chr2	-	1631886	1744515	112629	protein_coding
ENSG00000140416	TPM1	44058.4577779882	41968.7767900698	14692.1695592082	14441.8873295707	15.4494212839438	15.3804152070513	13.9081209012071	13.884427586076	28790.3228642092	-1.5620946254141	0.0764411315645938	-20.435262972188	8.12538792695547e-93	5.28237272979894e-90	chr15	+	63042769	63071190	28421	protein_coding
ENSG00000105967	TFEC	52.4323865715196	48.3339138441242	974.732511976851	1269.83011024495	8.98708589515592	8.96503475459885	10.6336816764727	10.8887007924312	586.332230659361	4.47944165369005	0.219513014402633	20.4062691493718	1.4709339560553e-92	9.23290027657743e-90	chr7	-	115935155	116030813	95658	protein_coding
ENSG00000167693	NXN	3300.38040564729	3585.49760880049	602.749786558124	456.361183859183	11.950949965457	12.051964595949	10.2190822998482	10.0082749882196	1986.24724621627	-2.70338033036889	0.13301743441232	-20.3235037746188	7.96812942602784e-92	4.83479533139949e-89	chr17	-	799309	979776	180467	protein_coding
ENSG00000159403	C1R	1971.45773508914	2014.20600964969	299.652751031753	241.482599530868	11.3524642328925	11.3762625171538	9.7289179935861	9.60302768806184	1131.69977382536	-2.88389846291706	0.142697460001926	-20.2098794391866	8.0143487912193e-91	4.7059739047279e-88	chr12	-	7080218	7092445	12227	protein_coding
ENSG00000113657	DPYSL3	20342.8126736301	20309.0317988675	5793.28651994722	4828.62875926342	14.3598745014102	14.3575541254969	12.6581201599712	12.4240882308679	12818.4399379271	-1.93661723520869	0.096125148603823	-20.1468321592968	2.86895607651399e-90	1.6319877331495e-87	chr5	-	147390807	147510068	119261	protein_coding
ENSG00000143341	HMCN1	4511.09187738965	4608.41898542886	1112.50389176157	971.046554893195	12.3378551730603	12.3648428348279	10.7588291773567	10.6301649186086	2800.76532736832	-2.13095059160977	0.105818847520762	-20.1377225469373	3.44831817511859e-90	1.90211320429344e-87	chr1	+	185734390	186190949	456559	protein_coding
ENSG00000101871	MID1	2470.04206557832	2557.30344157094	9410.9333341275	11320.0084686864	11.6076529686838	11.6479101822797	13.3003278972254	13.5505994338966	6439.5718274908	2.0440077476926	0.102606077947629	19.9209227033887	2.680065878155e-88	1.43485997588399e-85	chrX	-	10445555	10833654	388099	protein_coding
ENSG00000135919	SERPINE2	4839.03262249152	5246.4266481713	1203.20338345317	1026.30104800619	12.4268275237917	12.5301697409151	10.8352263046431	10.6819220983144	3078.74092553055	-2.17860640344133	0.10939044814856	-19.9158741948165	2.96433219757238e-88	1.54170682835457e-85	chr2	-	223975044	224039286	64242	protein_coding
ENSG00000105329	TGFB1	9088.91588314306	9166.74646014654	2646.35858669805	2313.52609126819	13.2534666862738	13.2649334980378	11.6878429918804	11.5324282073089	5803.88675531396	-1.88051771932831	0.0945593274755459	-19.887173159249	5.25553117097756e-88	2.65740094181402e-85	chr19	-	41330322	41353922	23600	protein_coding
ENSG00000117152	RGS4	13200.5683064697	15239.2436358356	3817.41531486812	3351.08268416777	13.7607899899293	13.9585929097593	12.129152847092	11.9694458874201	8902.07748533529	-1.98855412380705	0.100644148727416	-19.7582686023092	6.81008937392856e-87	3.35037991550329e-84	chr1	+	163068774	163076802	8028	protein_coding
ENSG00000119514	GALNT12	70.545392841681	88.7586417864827	1228.46146974703	1046.76567508508	9.0751892443411	9.15245428985076	10.8557490414531	10.7005876760021	608.632794865068	3.83236888925247	0.193986433861597	19.7558603092149	7.14281762943162e-87	3.42159761338273e-84	chr9	+	98807669	98850081	42412	protein_coding
ENSG00000113721	PDGFRB	4186.01108064623	3728.7417534658	902.402537589876	922.95468125781	12.2438326683358	12.1001315620116	10.5628839198704	10.5833940028874	2435.02751323993	-2.11603461918634	0.108811551490505	-19.4467829031092	3.10298688890315e-84	1.44829923945395e-81	chr5	-	150113838	150155845	42007	protein_coding
ENSG00000141526	SLC16A3	10140.4235629319	9876.8155944384	2905.82801862593	2430.17446561785	13.4011610043069	13.3655335941071	11.7981408385756	11.5888703321475	6338.31041040352	-1.90800157116911	0.100148571134205	-19.0517103695096	6.3590179433578e-81	2.89383009057355e-78	chr17	+	82229041	82240086	11045	protein_coding
ENSG00000133816	MICAL2	10707.6466540238	11082.5270452409	2784.12996648276	2138.55352974371	13.4749582720429	13.5217345599584	11.7474776212364	11.443266934757	6678.21429887279	-2.14693107459436	0.113343407631495	-18.9418257264199	5.1577204960577e-80	2.28990210218874e-77	chr11	+	12110590	12263785	153195	protein_coding
ENSG00000115963	RND3	2695.97798589559	2940.45955858981	9610.70183481534	11251.4519679722	11.7096120262121	11.8122327070759	13.3286503193293	13.5423259041767	6624.64783681822	1.8880092103558	0.100672842644893	18.7539078142	1.79874873322019e-78	7.79586266447789e-76	chr2	-	150468194	150487667	19473	protein_coding
ENSG00000135679	MDM2	5089.75476191533	5544.33931713781	16402.8308582017	15543.9074977687	12.4913046413561	12.6012848431008	14.0604036300071	13.9859528474949	10645.2081087559	1.5868067062725	0.085554390132981	18.5473440206406	8.56824548708735e-77	3.62715750235932e-74	chr12	+	68808176	68850686	42510	protein_coding
ENSG00000162490	DRAXIN	2233.61966794674	2187.329301055	399.537001375671	298.783555351752	11.4924121738309	11.4686972967846	9.91494206568018	9.72714749760232	1279.81738143229	-2.66565030508453	0.144382428135871	-18.4624288391661	4.14285874669302e-76	1.71391949468302e-73	chr1	+	11691709	11725857	34148	protein_coding
ENSG00000122870	BICC1	5956.31911452463	6668.32251362208	1833.50744596824	1670.93680099114	12.6941567344067	12.8417252694975	11.2727680149056	11.1725650182999	4032.27146877652	-1.84954758286529	0.101409046323167	-18.238487096814	2.55430899730711e-74	1.03324637062181e-71	chr10	+	58512871	58831435	318564	protein_coding
ENSG00000113361	CDH6	8007.85540365027	8341.55473106231	2215.82302487082	1708.79636108708	13.0839525981429	13.1384403368802	11.4833422505373	11.1965570507399	5068.50738016762	-2.05953815639276	0.115017896786998	-17.9062408018713	1.05419374072718e-71	4.17162797009932e-69	chr5	+	31193685	31329146	135461	protein_coding
ENSG00000197632	SERPINB2	194.476488374364	302.306661134159	2266.33919745854	1940.0466470785	9.48783980512712	9.73430517992625	11.5089358755419	11.3347147365266	1175.79224851139	3.07868853258358	0.172670308678435	17.8298663861025	4.14410315768388e-71	1.6050023357302e-68	chr18	+	63887704	63903888	16184	protein_coding
ENSG00000088832	FKBP1A	9259.55946853037	9529.69021319424	25977.9417532394	29653.2446373075	13.2784893034988	13.3172318876661	14.7025050635511	14.8888375785248	18605.1090180679	1.56602255327057	0.087899025688583	17.8161537173213	5.29547160937573e-71	2.00819728553055e-68	chr20	-	1368977	1393105	24128	protein_coding
ENSG00000182667	NTM	2613.99279962012	2666.2744473286	522.383148350374	624.171125906058	11.6734604030842	11.6966208421857	10.108003126016	10.2470489583237	1606.70538030129	-2.20162837875099	0.123913890086018	-17.7674058753435	1.26402450807892e-70	4.69572206542054e-68	chr11	+	131370477	132336822	966345	protein_coding
ENSG00000170017	ALCAM	15354.1094203799	16132.9816427351	43123.589967447	49409.7956192651	13.968969365719	14.0374249128168	15.4189571361641	15.6124099774349	31005.1191624568	1.55522667127414	0.0879493615876823	17.6832059175738	5.64907153358824e-70	2.05660098251813e-67	chr3	+	105366908	105576900	209992	protein_coding
ENSG00000038427	VCAN	87044.4349215589	89793.8663411805	30075.4922070031	24720.2462799417	16.420811103728	16.4653304885896	14.9087812396382	14.6327809032655	57908.509937421	-1.69036996415437	0.0957367491468653	-17.6564378801003	9.07917205923835e-70	3.24055233322188e-67	chr5	+	83471673	83582303	110630	protein_coding
ENSG00000011028	MRC2	8226.16479501169	7814.27567094459	2719.83665591656	2452.68555540463	13.1198315660808	13.0513714737652	11.7199610440925	11.5995066649551	5303.24066931937	-1.6331465078123	0.0932631058390842	-17.5111743611683	1.17739813627426e-68	4.12157274511545e-66	chr17	+	62627669	62693597	65928	protein_coding
ENSG00000198121	LPAR1	3771.31856867148	4058.29116603938	1133.16959872927	1031.41720477591	12.1141399607249	12.2051302020874	10.7766239344442	10.6866132482473	2498.54913455401	-1.85561802264094	0.106569543292664	-17.412273387951	6.6586439368456e-68	2.28693010532831e-65	chr9	-	110873262	111038043	164781	protein_coding
ENSG00000187957	DNER	6981.13394296797	7527.78738161397	2454.62674983099	2448.59262998885	12.9020531529728	13.0017563970069	11.6004201122738	11.5975787556114	4853.03517610044	-1.56522356193795	0.090696931627946	-17.2577344552158	9.78763934897519e-67	3.29934072350732e-64	chr2	-	229357628	229714555	356927	protein_coding
ENSG00000124813	RUNX2	3461.49082983978	3436.980673534	1002.28678793379	1010.95257769703	12.0089085850431	12.0002420986093	10.6596772311502	10.6677478383487	2227.92771725115	-1.77667622384394	0.103032688758543	-17.2438111171454	1.24548539028546e-66	4.12210373806659e-64	chr6	+	45328316	45551082	222766	protein_coding
ENSG00000112769	LAMA4	2698.83793425404	2727.79033767567	562.566467454249	398.036996684355	11.7108565738734	11.7233942806031	10.1648230452146	9.91237068993554	1596.80793401708	-2.50096175659278	0.145112244590592	-17.2346707450414	1.45881593078712e-66	4.74193328359248e-64	chr6	-	112107930	112254567	146637	protein_coding
ENSG00000233452	STXBP5-AS1	46.7124898546266	37.7883326417698	672.78357128202	772.53967222799	8.95604485325787	8.90339799529786	10.3082529613369	10.4251734457641	382.456016501602	4.10038363557339	0.238469754089771	17.1945647833805	2.91639480855113e-66	9.31353240351862e-64	chr6	-	146841913	147204555	362642	lncRNA
ENSG00000153253	SCN3A	2116.36178525043	2323.54305825208	513.19838969806	510.592445618234	11.4315420243829	11.5373650417107	10.0946262033561	10.0908031379082	1365.9239197047	-2.11683473535678	0.124036765415922	-17.0661878214784	2.64945164128386e-65	8.31516693556725e-63	chr2	-	165087525	165204050	116525	protein_coding
ENSG00000172667	ZMAT3	5967.75890795841	6035.58764148082	16312.1313665101	18780.3882702947	12.6966517147977	12.7113564805048	14.0527210097351	14.2484423025203	11773.966546561	1.54780650743161	0.0907691413215356	17.0521223942038	3.37068481826437e-65	1.03994196181129e-62	chr3	-	179017222	179071809	54587	protein_coding
ENSG00000157654	PALM2AKAP2	10664.7474286471	10955.1012723791	27659.9006814444	26400.3921631184	13.4695072690295	13.5060046572112	14.7907743151306	14.7251884495652	18920.0353863972	1.32216328394938	0.0778332498948742	16.9871267836711	1.02278027195065e-64	3.1029448817196e-62	chr9	+	109780308	110172512	392204	protein_coding
ENSG00000144218	AFF3	2665.47187007216	2518.63631049564	642.933105661999	522.871221865567	11.6962681621987	11.6302132254643	10.2710311145345	10.1087097624704	1587.47812702384	-2.15452889022828	0.128261561579588	-16.7979312250254	2.5270533877331e-63	7.54097587162387e-61	chr2	-	99545418	100142590	597172	protein_coding
ENSG00000182492	BGN	2964.81313158956	2914.09560558393	834.664942529059	727.517492654438	11.822059087588	11.8015177540577	10.4928934334042	10.3737439817163	1860.27279308925	-1.91310459819107	0.115123147029576	-16.6178969872981	5.1715118650032e-62	1.5183392012686e-59	chrX	+	153494979	153509546	14567	protein_coding
ENSG00000154229	PRKCA	5273.74477297539	5428.33792391191	1793.32412686436	1867.39722094845	12.5368398276387	12.5740118619774	11.2486667764949	11.2927741124902	3590.70101117503	-1.54750124358984	0.0932065928416956	-16.6029161286708	6.63858409629181e-62	1.91812930642539e-59	chr17	+	66302612	66810743	508131	protein_coding
ENSG00000197746	PSAP	71232.7337638276	72222.2916627575	163823.947702003	166046.914424029	16.1341000270253	16.1538154753417	17.3278321907871	17.3471961563211	118331.471888154	1.20130228880399	0.0723893174691421	16.5950216247871	7.57165399725555e-62	2.15354402675067e-59	chr10	-	71816297	71851251	34954	protein_coding
ENSG00000179431	FJX1	614.888897066003	580.006966129491	2474.14436196715	2264.41098627886	10.2350088680763	10.1886716741448	11.6095715200805	11.5079674878749	1483.36280286038	1.98765105642434	0.119994633377659	16.5644995986497	1.25822512336611e-61	3.5236110647128e-59	chr11	+	35618459	35620865	2406	protein_coding
ENSG00000197321	SVIL	4594.0303797846	4162.86817962939	1221.5729007578	973.093017601084	12.3608849785179	12.236897135892	10.8501829090883	10.6321186040077	2737.89111944322	-1.99758390399349	0.120827166297519	-16.5325726424364	2.13819483246017e-61	5.89720614170794e-59	chr10	-	29457337	29735804	278467	protein_coding
ENSG00000100626	GALNT16	2637.82570260718	2491.39355905622	685.412614428952	595.520647995616	11.684065384481	11.6176100993572	10.3236711032247	10.2094979949694	1602.53813102199	-2.00272713824473	0.121301767107327	-16.510288234076	3.09402041767553e-61	8.40603786014145e-59	chr14	+	69259963	69357033	97070	protein_coding
ENSG00000125378	BMP4	3294.6605089304	3398.3135424587	854.182554665227	633.380208091557	11.9488481872657	11.9864616073216	10.5134517109395	10.2588786617346	2045.13420353647	-2.17170148164933	0.133264627721844	-16.2961583938252	1.05093451711433e-59	2.81325897279884e-57	chr14	-	53949735	53956825	7090	protein_coding
ENSG00000162734	PEA15	6805.72377698325	6876.59774236858	16439.569892811	17318.1906655082	12.8685365728175	12.8821731247505	14.0635039631799	14.1357294051684	11860.0205194178	1.30293874955153	0.0800503009134194	16.2765003339683	1.44923454380778e-59	3.82324875375841e-57	chr1	+	160205383	160215372	9989	protein_coding
ENSG00000096433	ITPR3	14734.4539427165	14385.9303568784	5056.209638099	4084.73956494587	13.9120856292687	13.8790766376939	12.4828443680162	12.2132313445401	9565.33337565995	-1.67201012727291	0.102815671572889	-16.2622108253952	1.83013256851591e-59	4.75912902067073e-57	chr6	+	33620364	33696574	76210	protein_coding
ENSG00000143126	CELSR2	3348.99952774088	3359.6464113834	1024.10058973304	886.118352515814	11.9686906853302	11.9725462687312	10.679899302284	10.5464002696739	2154.71622034328	-1.81334922168377	0.111694110653977	-16.2349582360831	2.85442141171767e-59	7.23339498077445e-57	chr1	+	109249538	109275751	26213	protein_coding
ENSG00000133216	EPHB2	5552.11307986419	5587.40044038076	1816.28602349515	1500.05716488243	12.6030941098737	12.6112783159827	11.262490150239	11.0587522635139	3613.96417715563	-1.74891719231807	0.107731173797893	-16.2340864827027	2.89526013018085e-59	7.23339498077445e-57	chr1	+	22710838	22921500	210662	protein_coding
ENSG00000105810	CDK6	3073.49116921053	2809.51859199391	8071.10666572116	8065.10953178943	11.8650975646486	11.7581977721156	13.0944403056467	13.0934491947952	5504.80648967876	1.45588241218928	0.0896812388313804	16.233968566454	2.90082861943929e-59	7.23339498077445e-57	chr7	-	92604920	92836573	231653	protein_coding
ENSG00000180332	KCTD4	100.098192545628	101.940618289426	832.36875286598	1152.15850454135	9.19635901753247	9.20323735778244	10.4904530982051	10.7927684202819	546.641517060595	3.29678513765987	0.205751065537821	16.0231740673725	8.8039162361387e-58	2.16564442224909e-55	chr13	-	45192852	45194717	1865	protein_coding
ENSG00000136999	CCN3	1045.78778307195	1068.61889517191	3272.07026988696	3318.33928084155	10.6997017155226	10.7202335177553	11.9405168761658	11.9575288313983	2176.20405724309	1.64005256931149	0.102872850262498	15.9425209384848	3.21133166441059e-57	7.79411603830212e-55	chr8	+	119416445	119424434	7989	protein_coding
ENSG00000082482	KCNK2	912.323526344441	1000.95141579014	134.327095290096	126.8806878891	10.5728249361442	10.6584291686766	9.31468118249463	9.2904706490226	543.620681328444	-2.87400081463109	0.181176179144191	-15.8630170268896	1.1426996243388e-56	2.73691595550514e-54	chr1	+	215005854	215235219	229365	protein_coding
ENSG00000078269	SYNJ2	6209.90120230689	6777.29351937975	2284.70871476317	2000.41729696122	12.748469409639	12.8630298458422	11.518128069413	11.368630524241	4318.08018335276	-1.60030071171367	0.101420106479308	-15.7789295167046	4.34494505380946e-56	1.02715629629213e-53	chr6	+	157981862	158099176	117314	protein_coding
ENSG00000164733	CTSB	15840.3006413158	16079.3749382898	36114.4710208997	35877.560963351	14.0120807714949	14.0328161545876	15.1674140750397	15.1580954561593	25977.9268909641	1.17337881175971	0.074632016555908	15.722190902891	1.06573726477115e-55	2.48713018341401e-53	chr8	-	11842523	11869448	26925	protein_coding
ENSG00000107738	VSIR	276.461674649831	297.912668966511	1461.52472054951	1327.13106606583	9.68060054556365	9.72537051191029	11.0317293910377	10.9330550328432	840.75753255792	2.27855558580479	0.146293428105343	15.5752422737954	1.07245942096555e-54	2.47113656200455e-52	chr10	-	71747555	71773520	25965	protein_coding
ENSG00000145362	ANK2	2042.9564440503	2106.47984517029	5815.10032174647	6843.37129517986	11.3920427416187	11.4262891481829	12.662994638823	12.8757962817388	4201.97697653673	1.60927186040699	0.103391302986489	15.5648668110633	1.26132409885714e-54	2.86998532143707e-52	chr4	+	112818103	113384221	566118	protein_coding
ENSG00000249669	CARMN	1080.1071633733	898.131999067181	112.51329349085	138.136232782488	10.7304458761823	10.5585812613497	9.24148048783103	9.3267837813452	557.222172178456	-2.97671102454221	0.191759248761999	-15.5231679502288	2.41812085309095e-54	5.43420418380426e-52	chr5	+	149406877	149431127	24250	lncRNA
ENSG00000114850	SSR3	10350.153109218	11371.6517298721	27059.4470845494	30990.6080169128	13.4288900039812	13.5568006070162	14.7598788545121	14.9510803168203	19942.9649851381	1.41814859080851	0.0921808706137379	15.3844130714595	2.08256343456258e-53	4.62303685357836e-51	chr3	-	156539552	156555117	15565	protein_coding
ENSG00000115414	FN1	519991.04395215	539113.838622061	220761.414682531	187908.25230105	18.990035978802	19.0420715070245	17.7566183847009	17.5249416214999	366943.637389448	-1.3738480248631	0.089332414596767	-15.3790539645037	2.26228967942402e-53	4.96150108850066e-51	chr2	-	215360439	215436067	75628	protein_coding
ENSG00000001461	NIPAL3	1881.84601985781	1812.96116837142	5027.50726731052	4937.09128278152	11.3012168102963	11.2604970540882	12.4755655796652	12.4523916472578	3414.85143458032	1.43139790168364	0.0931337236446142	15.3692759794042	2.63092769275601e-53	5.67114309248527e-51	chr1	+	24415801	24472976	57175	protein_coding
ENSG00000135931	ARMC9	5686.53065271117	6245.62046709438	1828.91506664208	2107.85658912538	12.6340228024234	12.7559573247153	11.2700346862433	11.4270221587954	3967.23069389325	-1.59925361528584	0.104058100800026	-15.3688526216638	2.64817427270916e-53	5.67114309248527e-51	chr2	+	231198630	231376848	178218	protein_coding
ENSG00000024422	EHD2	9027.9036514962	8648.25538436412	3615.3506245172	3480.00983476476	13.2444134044716	13.1867622336501	12.0621381489468	12.0154218386691	6192.87987378557	-1.31695194365374	0.085818334294956	-15.3458110609255	3.77807735585903e-53	7.99678396612813e-51	chr19	+	47713421	47743134	29713	protein_coding
ENSG00000074527	NTN4	1742.66186641342	1829.65833860848	4913.84587898813	5562.28564004153	11.2176706406809	11.2704774380476	12.4463726653542	12.6054582300965	3512.11293101289	1.55225127805544	0.10135695700258	15.314698901388	6.09936782436518e-53	1.27617002881516e-50	chr12	-	95657806	95790764	132958	protein_coding
ENSG00000166147	FBN1	67576.7664456135	70345.1782087384	31301.657487087	31440.8298126483	16.0588304963021	16.1161846544166	14.9651799317515	14.9714441414017	50166.1079885218	-1.13634086536183	0.0743862491393083	-15.2762221312399	1.10143565066784e-52	2.27834467603484e-50	chr15	-	48408312	48645709	237397	protein_coding
