Gene.id	genename	Control_rep1	Control_rep2	si88_rep1	si88_rep2	Control_rep1.1	Control_rep2.1	si88_rep1.1	si88_rep2.1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome	strand	start	end	length	type
ENSG00000147883	CDKN2B	2050.32397070475	1895.94900077179	4749.29319403749	5433.30909055867	11.4350460547849	11.3504837220685	12.4237697091306	12.593746349727	3532.21881401818	1.36782191171281	0.121340651401343	11.2725776227181	1.79244339284123e-29	1.06439964606198e-26	chr9	-	22002902	22009305	6403	protein_coding
ENSG00000066279	ASPM	4634.93764578348	6346.25019450739	1836.81273199861	1527.44858376833	12.3932708534821	12.7931108009079	11.3166689387144	11.1247695087219	3586.36228901445	-1.70698765683715	0.154332611313068	-11.0604469289675	1.95122819250495e-28	1.11041144388469e-25	chr1	-	197084127	197146694	62567	protein_coding
ENSG00000105497	ZNF175	2177.00068837659	2267.93329403486	828.243183949143	824.434506135476	11.5007808798068	11.5461238655675	10.5519441710479	10.5480185978817	1524.40291812402	-1.42746577720443	0.130811700188719	-10.9123707982165	1.00598035016625e-27	5.49587184902828e-25	chr19	+	51571282	51592510	21228	protein_coding
ENSG00000164171	ITGA2	2645.90886104898	2867.7917427351	1023.24727535995	799.946352487887	11.7202648377992	11.813256112446	10.7383362536412	10.5224827117788	1834.22355790798	-1.59693534743256	0.146531586195242	-10.8982328581687	1.17517436464915e-27	6.17328133553005e-25	chr5	+	52989351	53094779	105428	protein_coding
ENSG00000181019	NQO1	9444.56657158215	10283.1590222383	4500.82023885275	4355.83033006478	13.3166049577736	13.430712700475	12.3566511248705	12.3159762667986	7146.09404068449	-1.15547525681044	0.106241161255559	-10.8759659924179	1.50057779008252e-27	7.59070053961e-25	chr16	-	69709400	69726668	17268	protein_coding
ENSG00000162496	DHRS3	9158.52237038767	9334.73417767168	4177.91023802194	4340.52523403504	13.2755164297436	13.3009666923727	12.2644241037611	12.3116141778774	6752.92300502908	-1.11833913576508	0.103048063719457	-10.852597277419	1.93837598991495e-27	9.45512116794943e-25	chr1	-	12567909	12618210	50301	protein_coding
ENSG00000153132	CLGN	1069.6009951808	1132.16527029461	317.667955362773	321.407016624597	10.7789526538189	10.8318501760157	9.86043899569703	9.86742824743516	710.210309365695	-1.78476591426865	0.165584342586473	-10.7785910575246	4.3448969186529e-27	2.04276279148745e-24	chr4	-	140388454	140427661	39207	protein_coding
ENSG00000198959	TGM2	24449.6280970985	21032.8746156879	10235.6179808804	9758.52922856397	14.6220547623289	14.4119326877276	13.4244801269378	13.3603926111261	16369.1624805577	-1.18569226872799	0.110034604029567	-10.775630804373	4.48695883325695e-27	2.04276279148745e-24	chr20	-	38127384	38165270	37886	protein_coding
ENSG00000115756	HPCAL1	7827.39524840048	8801.5266677159	3637.97955481459	3654.85693190257	13.0671581352883	13.2225326185734	12.0954763107975	12.1010728226306	5980.43960070839	-1.18924641325265	0.110641161573089	-10.7486797530324	6.01159022492758e-27	2.6485902997439e-24	chr2	+	10302903	10427604	124701	protein_coding
ENSG00000151012	SLC7A11	3755.35172711044	3821.62071747018	1641.8086405878	1467.24853938467	12.1339479192781	12.1552179400167	11.198879038205	11.0840724431691	2671.50740613827	-1.28527523851177	0.120769354123486	-10.6423955633446	1.89201328792e-26	8.07534921450356e-24	chr4	-	138164096	138242349	78253	protein_coding
ENSG00000143473	KCNH1	80.7053281941579	115.288110260708	582.91545604522	565.268213365165	9.24700893951191	9.37187298575155	10.2696513430716	10.246566057175	336.044276966313	2.54554757052844	0.240769610544747	10.5725451180034	3.99502926284438e-26	1.65345786884632e-23	chr1	-	210676899	211134146	457247	protein_coding
ENSG00000198018	ENTPD7	3414.14185854273	3412.70820138923	7528.62570118835	7187.27309556719	12.0190867639435	12.0185839966216	13.0159305324737	12.9550742221098	5385.68721417188	1.10807262550477	0.105447497268523	10.5082875763571	7.91170536997955e-26	3.17817858656414e-23	chr10	+	99659508	99711241	51733	protein_coding
ENSG00000153956	CACNA2D1	5311.22786432186	4993.4162756669	2183.83614198236	2369.22886540418	12.5648527046495	12.4867778021346	11.5042410991613	11.5949579147849	3714.42728684383	-1.17824322787715	0.114330947434499	-10.3055494099896	6.65105374657097e-25	2.59543120201904e-22	chr7	-	81946443	82443777	497334	protein_coding
ENSG00000184007	PTP4A2	5749.48844400913	6189.53041962174	2790.86500718053	2611.04938267411	12.6659752323716	12.760799137843	11.781706851664	11.705079820027	4335.23331337138	-1.14427310936769	0.112029170551603	-10.2140639240081	1.71526682110366e-24	6.36724338999311e-22	chr1	-	31906420	31938368	31948	protein_coding
ENSG00000111110	PPM1H	1292.30683753936	1164.59005130543	2903.04478019643	3156.93114106827	10.958331455258	10.8584514661224	11.8274814979825	11.9259037272063	2129.21820252737	1.3029708674249	0.127573141997181	10.213520236522	1.72490851830243e-24	6.36724338999311e-22	chr12	-	62643993	62935150	291157	protein_coding
ENSG00000092853	CLSPN	1210.57992291237	1844.60976417132	401.540682851293	344.87483053687	10.8952875548371	11.3211751064251	10.0069530534625	9.91024208838028	950.401300117964	-2.03407068611866	0.199502026787618	-10.1957394562415	2.07161968491597e-24	7.44583727804799e-22	chr1	-	35720217	35769967	49750	protein_coding
ENSG00000153253	SCN3A	3466.24276661744	3143.40238132711	1411.15863999436	1373.37728373558	12.0372380631906	11.9208284967608	11.0450207756661	11.0180645958893	2348.54526791862	-1.24697840786946	0.122743732952886	-10.1592022490313	3.01533501508583e-24	1.05598578553954e-21	chr2	-	165087525	165204050	116525	protein_coding
ENSG00000141429	GALNT1	6674.02416572701	6023.80376112198	2869.49568920102	2915.11062379833	12.8584241068238	12.7258193093461	11.8139470034907	11.8323175612815	4620.60855996209	-1.13416278291673	0.111821235591217	-10.1426421995807	3.57302247361972e-24	1.22000852361745e-21	chr18	+	35654559	35711834	57275	protein_coding
ENSG00000117862	TXNDC12	1268.8103495841	1423.98829939202	434.041364753095	460.173220627598	10.9405094114854	11.0540532739719	10.0587475952594	10.0987028296137	896.753308589205	-1.5906465223302	0.156975509785406	-10.1330871580204	3.94009403563032e-24	1.31253181313753e-21	chr1	-	52020130	52055191	35061	protein_coding
ENSG00000117906	RCN2	1725.45948506244	1690.59205436991	652.110456223249	626.488597484136	11.250650182932	11.2293082159116	10.3560877141902	10.3248026417565	1173.66264828493	-1.41777087703069	0.139971479092254	-10.1289983232673	4.10836376124323e-24	1.33600076788238e-21	chr15	+	76931748	76954393	22645	protein_coding
ENSG00000102384	CENPI	732.477472344446	907.893868303073	208.633409627696	203.04760732792	10.4493091091346	10.6313748137139	9.63098016747239	9.61755490867777	513.013089400784	-1.99515484921123	0.198588702960378	-10.0466684130028	9.50258209840796e-24	3.018285262792e-21	chrX	+	101100436	101163681	63245	protein_coding
ENSG00000146122	DAAM2	2085.05790942122	1967.10338132333	4366.62387487112	4533.3694440098	11.4533817112472	11.3901028020069	12.3190445210893	12.3656251454797	3238.03865240636	1.13532474682948	0.113665009109428	9.98833990974723	1.71428573206753e-23	5.32129875649509e-21	chr6	+	39792375	39904869	112494	protein_coding
ENSG00000164442	CITED2	9610.06357370182	9528.38217537521	19140.8048219741	18441.6203761047	13.3398524466178	13.3284255456038	14.2808903941288	14.2292839725136	14180.2177367889	0.973588572714146	0.0979903638814078	9.93555421319208	2.91550135814931e-23	8.84887056657852e-21	chr6	-	139371806	139374648	2842	protein_coding
ENSG00000068489	PRR11	3347.7387404083	4634.0416194636	1457.28864011305	1241.75345787979	11.9956107621717	12.393029291001	11.0772198604982	10.9196877382496	2670.20561446619	-1.56466060210839	0.158033644555849	-9.90080692314501	4.12929724669633e-23	1.19296357680362e-20	chr17	+	59155745	59206709	50964	protein_coding
ENSG00000114423	CBLB	1672.33699055489	1413.18003905508	3812.01546435327	3614.04334248992	11.2180004948427	11.0464479237995	12.1521546371694	12.0875010947322	2627.89395911329	1.26765585983437	0.128045512615577	9.90004127391928	4.16103282344811e-23	1.19296357680362e-20	chr3	-	105680991	105869043	188052	protein_coding
ENSG00000163053	SLC16A14	1744.86962728635	1830.19875038873	707.676138184395	669.342866367416	11.2623885969923	11.3128349108499	10.4212889208507	10.3766834705346	1238.02184555672	-1.37663817522048	0.139064392180145	-9.89928588935384	4.19257956410704e-23	1.19296357680362e-20	chr2	-	230034981	230068924	33943	protein_coding
ENSG00000135318	NT5E	12453.1386162884	11050.5455061611	5440.19478672418	4293.5896062105	13.6898004374325	13.5277526099219	12.5953587787125	12.298153295126	8309.36712884605	-1.27181896551286	0.129648568459006	-9.80974167805794	1.02229925897899e-22	2.84950271002755e-20	chr6	+	85449583	85495791	46208	protein_coding
ENSG00000104368	PLAT	2711.29039275057	2920.03166769699	1252.84886685978	1159.10593931918	11.7483105095669	11.8342851955714	10.9282655790137	10.85398976149	2010.81921665663	-1.22350721271894	0.126522172833852	-9.67029877305091	4.03199240556494e-22	1.10137904550412e-19	chr8	-	42174717	42207565	32848	protein_coding
ENSG00000112984	KIF20A	3625.61025014008	4707.89806509937	1682.69659523845	1501.94009038542	12.0913606208603	12.4128046027965	11.2244289920222	11.107673804862	2879.53625021583	-1.38814549060338	0.143819848866302	-9.6519743383532	4.82183040523604e-22	1.29130509166106e-19	chr5	+	138179111	138187723	8612	protein_coding
ENSG00000092470	WDR76	624.189310463677	881.773905822131	172.987500445074	172.437415268435	10.3219550416532	10.6058689131693	9.54150790096246	9.5400507360366	462.847032999829	-2.12517628780847	0.222131501326445	-9.56719904704244	1.09841095898483e-21	2.885018630349e-19	chr15	+	43827001	43868412	41411	protein_coding
ENSG00000092621	PHGDH	4250.8211470366	4876.32678868337	1686.89023161288	2060.06592560337	12.2857758847064	12.456903471922	11.2270227331396	11.4402132073299	3218.52602323405	-1.28447709740416	0.134546648434745	-9.54670452476658	1.33887485472538e-21	3.4502552388376e-19	chr1	+	119648410	119744190	95780	protein_coding
ENSG00000164109	MAD2L1	789.686312583343	1190.71001378637	248.472955184743	231.617119916773	10.5116276436664	10.8794979166126	9.7213594580976	9.68420015008993	615.121600367808	-2.04540710377187	0.214624326446581	-9.53017366501072	1.57020332925636e-21	3.97145130944137e-19	chr4	-	120055622	120066848	11226	protein_coding
ENSG00000163428	LRRC58	1930.79835806277	2156.2479372198	851.308184008486	747.909025986762	11.370029881287	11.4902224922148	10.5754603161739	10.4664285227348	1421.56587631945	-1.35410638848816	0.142339933926414	-9.51318685582786	1.84909208676216e-21	4.59179994927228e-19	chr3	-	120324508	120349354	24846	protein_coding
ENSG00000100422	CERK	3364.0841233337	3654.993370609	1532.77409485272	1635.60459571184	12.0014256455063	12.1011179757681	11.1283116602391	11.1949602223503	2546.86404612681	-1.1476293777036	0.121119281280104	-9.47519970044704	2.66250931845363e-21	6.49367004847137e-19	chr22	-	46684409	46738252	53843	protein_coding
ENSG00000107796	ACTA2	2487.56296395917	1827.4966853045	5486.32478684287	5454.73622500031	11.649927058722	11.3112654885108	12.606114489473	12.5987580028707	3814.03016527671	1.34292376360461	0.142661727891992	9.41334290175801	4.80603228682845e-21	1.15159278900882e-18	chr10	-	88941784	88991288	49504	protein_coding
ENSG00000166250	CLMP	6746.55680245847	7083.91396250364	3497.49273627132	3439.56524775085	12.8724840387325	12.9361268882041	12.0480147547836	12.0279729767168	5191.88218724607	-0.995520901851591	0.106128261530959	-9.38035625469269	6.57501897806091e-21	1.54830360693717e-18	chr11	-	123069871	123195248	125377	protein_coding
ENSG00000079257	LXN	2550.90132279509	2202.1830436518	947.761820620285	687.708981603107	11.6784865724058	11.5134863214046	10.6693527418098	10.3982575463608	1597.13879216757	-1.53923709012595	0.164145011162508	-9.37730046880355	6.76834065508878e-21	1.56681350283394e-18	chr3	-	158666413	158672648	6235	protein_coding
ENSG00000274997	H2AC12	1717.28679359974	2691.2568238984	695.095229061116	562.207194159217	11.2456774931314	11.7397763139121	10.4068277613223	10.2425154065549	1416.46151017962	-1.81065074049651	0.194206108572655	-9.3233459740486	1.12728055748682e-20	2.56606630902582e-18	chr6	+	27147105	27147562	457	protein_coding
ENSG00000135048	CEMIP2	2917.65085218374	3158.71408347111	6186.66206137202	6122.0384118971	11.8333335909949	11.9265712309783	12.7602009165886	12.7466564999014	4596.26635223099	1.01819938460176	0.109349305389486	9.31143897965407	1.26112016078475e-20	2.82366871409805e-18	chr9	-	71683365	71768513	85148	protein_coding
ENSG00000011465	DCN	163.453829253991	106.28122664659	782.113183830457	571.390251777062	9.51588215505445	9.34152399998682	10.5035546146358	10.2546258230169	405.809622877025	2.33109098424421	0.250453727804355	9.30747170217873	1.30911374785765e-20	2.88385089810319e-18	chr12	-	91140483	91182817	42334	protein_coding
ENSG00000169679	BUB1	1512.96950703225	2233.70713630121	615.416137947022	487.722393481135	11.1150921085332	11.529229823686	10.3110272749864	10.1393420979527	1212.45379369041	-1.76476431835147	0.190711308185292	-9.25359033580144	2.1707578301003e-20	4.70606514976348e-18	chr2	-	110637527	110678063	40536	protein_coding
ENSG00000092969	TGFB2	13803.6758804995	13421.1572733969	25638.8443841472	24925.879394039	13.8302948479698	13.7918730806781	14.6885527038849	14.6490547376913	19447.3892330207	0.893225491215074	0.0968483174025988	9.22293246977057	2.89083887284782e-20	6.1692308320868e-18	chr1	+	218345335	218444619	99284	protein_coding
ENSG00000116711	PLA2G4A	886.7370237029	802.513330017895	262.102273401628	266.308670917524	10.6107546867802	10.5251839512081	9.7503692917786	9.75914764219863	554.415324509987	-1.6762600429486	0.181809464414044	-9.21987228965798	2.97454282103564e-20	6.25020089995459e-18	chr1	+	186828948	186988981	160033	protein_coding
ENSG00000179546	HTR1D	1056.32037155392	1020.47991347955	382.669319166376	332.630753713076	10.7674442780844	10.735870950613	9.97570855832221	9.88812616182912	698.025089478228	-1.53789714244439	0.16917359023493	-9.09064553343537	9.84527551167481e-20	2.02534022768866e-17	chr1	-	23191894	23194729	2835	protein_coding
ENSG00000137807	KIF23	2132.05088533174	2824.55870138734	975.020457054055	863.20741607749	11.4778097284917	11.7956123573373	10.694689304183	10.5874238900146	1698.70936496266	-1.43157242085598	0.157494697618206	-9.08965471540102	9.93540747218777e-20	2.02534022768866e-17	chr15	+	69414245	69448427	34182	protein_coding
ENSG00000181541	MAB21L2	2747.04591789988	2717.37678637934	5905.68842428547	5282.29880973188	11.7634147035935	11.7508930602545	12.7003572730597	12.5579195536727	4163.10248457414	1.03380421188461	0.11381075289973	9.08353723655104	1.05102375813871e-19	2.09163661537654e-17	chr4	+	150582150	150584693	2543	protein_coding
ENSG00000109805	NCAPG	1408.76769088283	2040.95982695909	574.528183296368	421.400310685583	11.0433307670094	11.4300610919439	10.2587357227591	10.0388914582893	1111.41400295597	-1.79320444872764	0.197425290139869	-9.08295207497082	1.05669151018437e-19	2.09163661537654e-17	chr4	+	17810978	17844865	33887	protein_coding
ENSG00000138180	CEP55	1978.81292040613	2577.77009036051	900.583411407992	776.478538575615	11.3965153549594	11.6904283484607	10.6242873302381	10.4975140771614	1558.41124018756	-1.44258786379744	0.158873715472912	-9.08009143931302	1.08483675281219e-19	2.11667148141556e-17	chr10	+	93496611	93529092	32481	protein_coding
ENSG00000122966	CIT	3607.22169434901	4804.27171977043	1678.50295886402	1720.29279374308	12.0852199910038	12.4382039860454	11.2218303290095	11.2475085961721	2952.57229168164	-1.30762541033363	0.144043044521237	-9.0780184123423	1.1056946088501e-19	2.12698267150347e-17	chr12	-	119685790	119877320	191530	protein_coding
ENSG00000151892	GFRA1	2737.85164000435	2717.37678637934	5638.34410541581	5254.74963687834	11.7595462250399	11.7508930602545	12.6409982242567	12.5512857308741	4087.08054216946	0.997699832181508	0.110278290566189	9.04711006181844	1.46802036808098e-19	2.76510408268955e-17	chr10	-	116056932	116273284	216352	protein_coding
ENSG00000182541	LIMK2	4705.42710964926	4100.83410950783	8673.48843140666	9862.60388156622	12.4121474044405	12.2414991821668	13.2030438470401	13.3746184482926	6835.58838303249	1.07395580901802	0.118716678207714	9.04637684638515	1.47790743912972e-19	2.76510408268955e-17	chr22	+	31212297	31280080	67783	protein_coding
ENSG00000126787	DLGAP5	1690.72554634597	2279.64224273321	729.692729150131	541.800399452893	11.2293905618529	11.5518567588094	10.4461944337867	10.215147883796	1310.46522942055	-1.64346019793828	0.18182623006579	-9.03863099038914	1.58646133112068e-19	2.92809308924949e-17	chr14	-	55148134	55191585	43451	protein_coding
ENSG00000103034	NDRG4	678.333391404062	560.228160798127	1589.38818590747	1615.19780100552	10.3872919703345	10.2398891078346	11.1654079980681	11.1819902915473	1110.78688477879	1.37264488119218	0.152050314739255	9.0275701404898	1.75525805161865e-19	3.19644192920101e-17	chr16	+	58463664	58513628	49964	protein_coding
ENSG00000134986	NREP	3008.57204470627	2882.20275651769	6229.64683420989	5651.66179391634	11.869226439378	11.8190886289755	12.7691397168067	12.6440141230342	4443.02085733754	1.01224026374838	0.112347270951517	9.00992302861731	2.0620116428284e-19	3.70565197601978e-17	chr5	-	111730690	111997464	266774	protein_coding
ENSG00000124762	CDKN1A	9725.50284061245	9850.82860876063	18480.307093002	17684.5282925001	13.3558487165243	13.3730159391416	14.2321882169803	14.1712379761438	13935.2917087188	0.88545970309563	0.0984635731972353	8.99276427153359	2.41088947875911e-19	4.27635435076519e-17	chr6	+	36676459	36687337	10878	protein_coding
ENSG00000198901	PRC1	4313.13791943968	6236.36621441516	2004.55818697565	2011.0896183082	12.3037750934681	12.7705320075397	11.4105108138205	11.4140390153875	3641.28798478467	-1.39373361750227	0.155062319805315	-8.98821595892632	2.51275915123921e-19	4.39990570354168e-17	chr15	-	90966076	90995629	29553	protein_coding
ENSG00000117724	CENPF	8405.61316938648	11451.3518269894	4314.20342019079	3938.51137832046	13.1613953976718	13.5759501028827	12.3040808792778	12.1919774572747	7027.41994872177	-1.26686970875206	0.140980195685586	-8.98615371181237	2.56033808700246e-19	4.42646804965564e-17	chr1	+	214603194	214664571	61377	protein_coding
ENSG00000106714	CNTNAP3	2716.39832491476	2672.34236830875	1286.39795785519	1215.22462476157	11.7504782036345	11.7316710465022	10.9538718921724	10.8989515590129	1972.59081896007	-1.10710753036062	0.123426174769184	-8.96979536497013	2.97065822775469e-19	5.0716562593342e-17	chr9	-	39072766	39288138	215372	protein_coding
ENSG00000276368	H2AC14	359.59842435878	604.361890507304	84.9211365821273	69.3831020015004	9.93623022144916	10.2971148025776	9.26357743712161	9.20012244529333	279.566138362428	-2.64502047382621	0.295177632140994	-8.96077543085238	3.22403063678292e-19	5.43627289347915e-17	chr6	-	27814301	27814777	476	protein_coding
ENSG00000169715	MT1E	5884.33785314367	7009.15682850646	2860.06000735856	1987.62180439592	12.6957060766554	12.9222652171856	11.810116901877	11.4013199090628	4435.29412335115	-1.41150031125712	0.1577868684518	-8.94561331438236	3.69889954489996e-19	6.16092316881021e-17	chr16	+	56625474	56627112	1638	protein_coding
ENSG00000157193	LRP8	1877.67586355522	1938.28135375815	857.598638570126	735.664949162968	11.3401231380779	11.3741911037827	10.5817988187483	10.4528646434751	1352.30520126162	-1.26033182088715	0.141766393469127	-8.89020162004481	6.09981238370723e-19	1.00374984983944e-16	chr1	-	53242363	53328070	85707	protein_coding
ENSG00000169139	UBE2V2	1287.19890537518	1278.07678484331	523.156137709649	488.742733216451	10.9544772569309	10.9475663911826	10.1895705578206	10.1408196652528	894.293640286148	-1.34214136470732	0.151990904151848	-8.83040582064329	1.04296614245994e-18	1.69581328258547e-16	chr8	+	48008430	48064708	56278	protein_coding
ENSG00000119314	PTBP3	2959.53589593007	3047.02872665605	6189.80728865284	5657.78383232823	11.8499819550573	11.8841375907229	12.7608568680994	12.6453983805493	4463.5389358918	0.979885172598548	0.111108683590626	8.81915923159417	1.15322347444431e-18	1.8530266134071e-16	chr9	-	112217715	112333664	115949	protein_coding
ENSG00000106829	TLE4	3068.84564424368	2959.66195559911	6510.62047129643	5704.71946015278	11.8925274133838	11.8500317656713	12.8262354069794	12.6559668082484	4560.961882823	1.0188675249514	0.115552365859024	8.81736619910003	1.1718349854913e-18	1.86103746881862e-16	chr9	+	79571772	79726882	155110	protein_coding
ENSG00000119969	HELLS	2039.08651994353	2867.7917427351	934.132502403401	849.94299951838	11.4290616911341	11.813256112446	10.6564953609506	10.574080514273	1672.73844115011	-1.46017527772571	0.165810012814496	-8.80631545067982	1.29326755109469e-18	2.03028140377601e-16	chr10	+	94501433	94602098	100665	protein_coding
ENSG00000137310	TCF19	916.363030255186	1389.76214165837	296.699773490642	348.956189478134	10.6395369422408	11.029821107139	9.82032423356286	9.91751077809761	737.945283720584	-1.83718936732916	0.208688801341631	-8.80348804304843	1.32628310186895e-18	2.05845165969615e-16	chr6	+	31161448	31167159	5711	protein_coding
