Gene.id	genename	X21_011_Control_rep1	X21_011_Control_rep2	X21_011_JQ1_rep1	X21_011_JQ1_rep2	X21_011_Control_rep1.1	X21_011_Control_rep2.1	X21_011_JQ1_rep1.1	X21_011_JQ1_rep2.1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome	strand	start	end	length	type
ENSG00000130066	SAT1	824.739492575667	957.000272277253	5157.935672753	5056.04648577927	13.5898626652041	13.6229186735101	14.2178606720026	14.2077841569998	2998.9304808463	2.52011620272305	0.0623654929177018	40.408823610977	0	0	chrX	+	23783172	23786226	3054	protein_coding
ENSG00000130821	SLC6A8	2436.31004813552	2408.37053445452	9073.66850431799	8679.83757607463	13.894903833663	13.8907559859396	14.541851875619	14.5135596636705	5649.54666574566	1.8734627289803	0.0438874309623404	42.6879105908001	0	0	chrX	+	153687925	153696588	8663	protein_coding
ENSG00000136205	TNS3	16224.8078651545	16101.6498072296	2443.57202496673	2502.8508919647	14.9606454777531	14.954559114691	13.8959777908241	13.9046816913147	9318.22014732889	-2.70808540289173	0.0384179602065188	-70.4900881862077	0	0	chr7	-	47275153	47582111	306958	protein_coding
ENSG00000139211	AMIGO2	9450.29411840347	9445.9293206381	2667.08257078603	2656.96732619898	14.5682275811661	14.5679255642861	13.9282377503939	13.9268096482845	6055.06833400664	-1.82752814849721	0.0411513562665788	-44.4099129238528	0	0	chr12	-	47075706	47079865	4159	protein_coding
ENSG00000139289	PHLDA1	4758.89480749659	4906.18933556409	17356.4535388138	16560.3245799208	14.1777299814779	14.1927546994416	15.0152020586438	14.9770745754746	10895.4655654488	1.81118201777967	0.0372079185560428	48.6773269795152	0	0	chr12	-	76025446	76031776	6330	protein_coding
ENSG00000151012	SLC7A11	6642.29654110268	6915.40900268689	1436.69999884808	1379.85580784425	14.353452833943	14.3764410509657	13.7264012284836	13.7151860240022	4093.56533762047	-2.26733758737767	0.0511584735242089	-44.3198835145996	0	0	chr4	-	138164096	138242349	78253	protein_coding
ENSG00000151474	FRMD4A	3874.05658508077	3950.15087260571	573.820343593771	526.050762186341	14.0814942719684	14.0902185374704	13.5186536053947	13.503395293221	2231.01964086665	-2.83142729217458	0.0688300219625239	-41.1365158900605	0	0	chr10	-	13643705	14330924	687219	protein_coding
ENSG00000156466	GDF6	16808.2278425258	15997.7744007915	4387.46903163552	4209.43354038563	14.9890738564143	14.9494020103961	14.1386532103917	14.1192716216167	10350.7262038346	-1.9323342327323	0.0389109568702625	-49.6604141392646	0	0	chr8	-	96142332	96160806	18474	protein_coding
ENSG00000161011	SQSTM1	18053.6584439826	17761.732691602	41223.7262945465	39567.853325309	15.0476538758449	15.0341689861147	15.8254215450962	15.7825726801904	29151.74268886	1.17355269055325	0.0291703022393018	40.2310775159571	0	0	chr5	+	179822484	179837255	14771	protein_coding
ENSG00000162458	FBLIM1	9966.21859918511	9734.47211629958	3482.6811490401	3486.11374237941	14.603349338736	14.5877126103656	14.0350679307626	14.0354871505802	6667.37140172605	-1.49930857127067	0.0396749031160422	-37.7898483302014	0	0	chr1	+	15756658	15786594	29936	protein_coding
ENSG00000166923	GREM1	11530.6347667165	11647.5108515352	2018.04233196461	1922.34565634892	14.7035139739635	14.7106518108141	13.8299078269317	13.8140615106907	6779.63340164132	-2.55671486475148	0.0429356354845561	-59.5476190324731	0	0	chr15	+	32718003	32745106	27103	protein_coding
ENSG00000167767	KRT80	2644.34411296682	2568.0308813872	155.812640114414	128.4303618619	13.9250233858942	13.9141263777559	13.3463496616072	13.3290334344167	1374.15449908259	-4.19931708716104	0.108942950064729	-38.5460195879219	0	0	chr12	-	52168995	52192014	23019	protein_coding
ENSG00000169715	MT1E	3337.79099573785	3153.77275658001	9671.12938641188	9733.9939862371	14.0171635835934	13.9938059704211	14.5833995072325	14.5876801174528	6474.17178124171	1.5795598745574	0.0414955668663472	38.0657500027652	0	0	chr16	+	56625474	56627112	1638	protein_coding
ENSG00000176887	SOX11	431.786259005422	406.845341882692	3862.00433497381	3812.84058295608	13.4710677229672	13.4619294686369	14.0801038827367	14.074407421952	2128.3691297045	3.19343797368617	0.0715481082617702	44.6334368758216	0	0	chr2	+	5692383	5701385	9002	protein_coding
ENSG00000180914	OXTR	6266.91062856264	6185.39572966333	615.728570934889	618.520622726909	14.3209484205552	14.3137434279395	13.5315164358308	13.5323573506633	3421.63888797194	-3.33468684969265	0.0605706394652435	-55.0545095632704	0	0	chr3	-	8750380	8769613	19233	protein_coding
ENSG00000181222	POLR2A	10055.9043960235	10009.5495814969	27659.430045138	27512.8658395036	14.6093415049239	14.6062484783263	15.4266643351658	15.4216379070277	18809.4374655405	1.45920676677715	0.0287196586271402	50.8086389786748	0	0	chr17	+	7484365	7514616	30251	protein_coding
ENSG00000186834	HEXIM1	2662.83602984072	2630.54848711386	8786.7583325211	8913.06711321584	13.927638563169	13.9230660073787	14.5213152530089	14.5304049312869	5748.30249067288	1.74144614002921	0.0415938338026296	41.8678919642919	0	0	chr17	+	45148474	45152099	3625	protein_coding
ENSG00000188229	TUBB4B	6054.25358451286	5657.36241360282	25336.2098525355	25050.0852204398	14.302037014578	14.2657008779047	15.34464249843	15.3341772793337	15524.4777677727	2.104841023255	0.0352937993716064	59.6377001266781	0	0	chr9	+	137241286	137243707	2421	protein_coding
ENSG00000188549	CCDC9B	6232.70058234593	5904.54740855282	811.300298526774	903.122304612879	14.317931216312	14.2884951008904	13.5863564419078	13.6097544133156	3462.9176485096	-2.82281696151401	0.0603802073693164	-46.7507000141322	0	0	chr15	-	40331451	40338976	7525	protein_coding
ENSG00000198431	TXNRD1	22763.5496717634	22110.0726222206	69363.4890992096	68308.5134242123	15.2473820265261	15.2214693479487	16.4034350943602	16.3855662982416	45636.4062043515	1.61723174569261	0.0259513116074956	62.3179194235986	0	0	chr12	+	104215778	104350307	134529	protein_coding
ENSG00000204256	BRD2	5211.0221750633	5223.58641079172	18201.0655052272	18296.7030722937	14.2230664852718	14.2242942011639	15.0544079886263	15.0587705849242	11733.094290844	1.80645298249613	0.0329758687334209	54.7810581458706	0	0	chr6	+	32968593	32981501	12908	protein_coding
ENSG00000225614	ZNF469	6477.71848092503	6368.13950024894	1045.55654366431	1073.67782516548	14.3393357311422	14.329821522347	13.643755555341	13.6501811898429	3741.27308750094	-2.59948747926019	0.0532129328836315	-48.8506710379011	0	0	chr16	+	88382958	88440753	57795	protein_coding
ENSG00000242265	PEG10	5404.26270639549	5177.41956348588	19844.0829309853	19589.2262340718	14.2417682672485	14.2197748003975	15.1273259205147	15.1162882249032	12503.7478587346	1.89765093754186	0.0343524981956662	55.2405512616041	0	0	chr7	+	94656324	94669695	13371	protein_coding
ENSG00000258947	TUBB3	6767.11698000146	6463.35862281723	28761.9387951889	27276.5539736777	14.3640256313082	14.3380942298023	15.4638759582097	15.4134931305169	17317.2420929213	2.08235670153732	0.0357954560920693	58.1737720056229	0	0	chr16	+	89921850	89936091	14241	protein_coding
ENSG00000197694	SPTAN1	18029.6189520465	17341.4220192552	36758.8882278197	36941.7092859568	15.0465489221441	15.0144929782638	15.7066666713757	15.7117376428582	27267.9096212696	1.05904056251336	0.0285443247401464	37.1016155454489	2.64586470711309e-301	1.39467308518655e-298	chr9	+	128552557	128633662	81105	protein_coding
ENSG00000115758	ODC1	5014.08326035632	4608.02844671389	13592.235067636	13624.9202292052	14.2036010268579	14.1620696315905	14.8233700581677	14.8251746822342	9209.81675097785	1.49982048611166	0.0407648204458877	36.7920297380571	2.47601751802397e-296	1.26889019972289e-293	chr2	-	10439967	10448327	8360	protein_coding
ENSG00000164442	CITED2	5810.16028177746	5960.33234904738	14319.7189114805	14050.2815876918	14.2798563795418	14.2935638539805	14.8629006876886	14.8484125988007	10035.1232824993	1.26924222673136	0.0348559351065449	36.4139485241651	2.56089653937987e-290	1.27691838527079e-287	chr6	-	139371806	139374648	2842	protein_coding
ENSG00000041982	TNC	9794.24377225789	9461.31826974004	3466.56260006275	3358.7108234124	14.5917670072848	14.5689900097923	14.0330963763421	14.0197743764261	6520.20886636827	-1.49655454054965	0.0412712868643962	-36.2613975538691	6.57139620891026e-288	3.19041285942593e-285	chr9	-	115019574	115118157	98583	protein_coding
ENSG00000170540	ARL6IP1	2798.75161886384	3018.15764261912	8822.21914027128	9159.65340799069	13.9465693441541	13.9761173170095	14.5238749900291	14.5479306387632	5949.69545243623	1.6286166821292	0.0454129545577317	35.8623810758406	1.17935380606464e-281	5.57894829950937e-279	chr16	-	18791668	18801549	9881	protein_coding
ENSG00000131018	SYNE1	6910.42933577414	6634.56068157638	2120.12647548785	2113.45003479942	14.3760266546095	14.3527938154155	13.8463818515545	13.8453173785178	4444.64163190945	-1.67792178079865	0.0470986991140817	-35.6256502272901	5.61552560256953e-278	2.59002079604513e-275	chr6	-	152121686	152637362	515676	protein_coding
ENSG00000133816	MICAL2	18862.6798072155	18766.8234298229	8834.03940952134	8747.64880713772	15.0842813661052	15.0799971028775	14.5247268701295	14.5184849731087	13802.7978634243	-1.09783748698118	0.0309763869675005	-35.4411083556322	3.97633893058352e-275	1.78925553488623e-272	chr11	+	12110590	12263785	153195	protein_coding
ENSG00000156804	FBXO32	15237.3395040886	15584.1963936767	6632.2456192149	6775.98589183383	14.9109681503372	14.928649942982	14.3525965088968	14.3647725612337	11057.4418522035	-1.2006914326754	0.0340515903795533	-35.2609502020902	2.33140376787679e-272	1.02409685984664e-269	chr8	-	123497888	123541206	43318	protein_coding
ENSG00000124762	CDKN1A	5923.8855705519	6089.21479777617	14151.0114321842	13905.4121395116	14.2902552902215	14.3051718844586	14.8538496396026	14.8405492321062	10017.380985006	1.22378192524198	0.0348646694885418	35.1009185859104	6.52671444457077e-270	2.80026406483456e-267	chr6	+	36676459	36687337	10878	protein_coding
ENSG00000204388	HSPA1B	5588.25727929073	5155.29794915184	14182.1739602071	14119.1202616498	14.2592276138014	14.2176012258134	14.8555266689659	14.8521309508895	9761.21236257487	1.39714148998747	0.0398420386245312	35.0670181100431	2.14608768126715e-269	8.99844809811312e-267	chr6	+	31827737	31830254	2517	protein_coding
ENSG00000198743	SLC5A3	2210.70866227401	2336.23483553914	6950.31831903467	6939.34931212217	13.8606527756536	13.8799272732203	14.3793412792094	14.3784308976679	4609.1527822425	1.6113224000381	0.0460225935742377	35.0115513902737	1.50103671884215e-268	6.15391698353754e-266	chr21	+	34073577	34106260	32683	protein_coding
ENSG00000177311	ZBTB38	7836.87437115623	7830.08966493379	2754.12273526374	2604.56773855933	14.4503251891613	14.4498003210533	13.9404086156684	13.9193648297905	5256.41362747827	-1.54810415106887	0.0442420352300061	-34.991702868563	3.00853341818742e-268	1.20661810939434e-265	chr3	+	141387811	141449792	61981	protein_coding
ENSG00000167470	MIDN	3301.73175783375	3085.48429494013	10055.8254220047	9436.0355467175	14.0126424992239	13.9849512888818	14.6093362427562	14.5672406650996	6469.76925537402	1.60923814684288	0.0461174823305347	34.8943191501456	9.06599282003281e-267	3.55869152205926e-264	chr19	+	1248552	1259140	10588	protein_coding
ENSG00000188486	H2AX	1329.56882323297	1223.42145360469	4783.98533647841	4787.88389021162	13.7050632309062	13.6830241590989	14.1803074894432	14.1807073039507	3031.21487588192	1.90611485528032	0.0556449093696033	34.2549727706369	3.67780324572312e-257	1.41357900167387e-254	chr11	-	119093853	119095467	1614	protein_coding
ENSG00000134369	NAV1	15400.9929684225	15334.1259707701	7053.47703248973	6895.16926764167	14.9193429020911	14.9159280683006	14.3878625385941	14.374755668395	11170.941309831	-1.13986662205799	0.0332857569799329	-34.2448760514951	5.19876861188699e-257	1.95738943103476e-254	chr1	+	201648248	201826969	178721	protein_coding
ENSG00000122861	PLAU	3951.72263595112	3924.18202099617	946.69610993654	969.906092781067	14.0903977652696	14.0872516330145	13.6204309677051	13.6260151956047	2448.12671491623	-2.03871242820354	0.0596503842157815	-34.1776914768667	5.18758213536763e-256	1.91411405630795e-253	chr10	+	73911103	73917496	6393	protein_coding
ENSG00000138411	HECW2	2766.39076433452	2753.66007992942	468.512490275064	447.965102174306	13.9421074301344	13.9403444703547	13.4840509081282	13.4768533888579	1609.13210917833	-2.59096435200535	0.0761813255120282	-34.0104918704291	1.55881640950744e-253	5.63894194882409e-251	chr2	-	196194071	196593554	399483	protein_coding
ENSG00000198408	OGA	4321.560973429	4332.95098151661	10334.139034347	10417.2435113424	14.1315298014724	14.1327651185306	14.6277268646047	14.6331596491821	7351.47362515876	1.26171591499036	0.037255145775263	33.8668897607195	2.04755858568533e-251	7.26450160525166e-249	chr10	-	101784442	101818465	34023	protein_coding
ENSG00000132475	H3-3B	6621.0308366977	6286.38570814485	15580.1894415095	15080.8068112717	14.3516401405087	14.3226618382292	14.9284471447741	14.9029031576191	10892.103199406	1.24798971142768	0.03687197871721	33.8465619379733	4.07748768652537e-251	1.4193503835605e-248	chr17	-	75778575	75785486	6911	protein_coding
ENSG00000162231	NXF1	1225.08949289547	1363.84561415994	4905.41173877447	5136.18703158109	13.6833779672073	13.7119842102626	14.1926760475182	14.2157192468549	3157.63346935274	1.95626197070654	0.0581706657692931	33.6296988324862	6.1761685070067e-248	2.11007653306975e-245	chr11	-	62792170	62806302	14132	protein_coding
ENSG00000099875	MKNK2	1454.38926213175	1365.76923279769	4967.73679482023	4879.3263078573	13.7298441384594	13.7123699324714	14.1989580912641	14.1900335231093	3166.80539940174	1.80349207863916	0.0536327034154418	33.6267233197105	6.82674233065133e-248	2.28993762287611e-245	chr19	-	2037470	2051244	13774	protein_coding
ENSG00000280441	FP236383.3	108.177713712279	100.989978481519	1761.22011825879	1783.64086553806	13.3149946534376	13.3096985931094	13.7864156405639	13.790339720015	938.507168997662	4.08226711327302	0.122684111890808	33.2746192669703	8.99389931082891e-243	2.96300800688362e-240	chr21	+	8380664	8454792	74128	lncRNA
ENSG00000057019	DCBLD2	30473.7544123334	31168.3927873534	55997.9882871884	54883.9445595117	15.5196656672452	15.5416563540715	16.1583218077654	16.1358174829679	43131.0200115967	0.847045873815197	0.025720630884417	32.9325465468417	7.52152117251678e-238	2.43446568617126e-235	chr3	-	98795940	98901695	105755	protein_coding
ENSG00000127528	KLF2	638.895727993033	599.207205657014	3108.73081276551	2972.39229493181	13.5384364155152	13.5265003435512	13.9879773243674	13.9700517211824	1829.80651033684	2.2955941171613	0.0701005261551271	32.7471738526089	3.33096092068812e-235	1.05953272458233e-232	chr19	+	16324825	16328685	3860	protein_coding
ENSG00000198668	CALM1	6595.14215307425	6584.54659699505	14236.9770267301	13818.0794934455	14.3494288460441	14.3485223785717	14.8584702179186	14.8357836303579	10308.6863175612	1.08987174500619	0.0344810854035046	31.6078143205844	2.88342296413756e-219	9.01631699413116e-217	chr14	+	90397028	90408268	11240	protein_coding
ENSG00000128591	FLNC	31479.7146902732	29711.2516692629	60656.2489416435	58844.7369193327	15.5513961838685	15.4951027791132	16.2486879328527	16.2142353192038	45172.9880551281	0.965556721515921	0.0305558908352862	31.5996914218874	3.72828637709548e-219	1.14638592285058e-216	chr7	+	128830405	128859272	28867	protein_coding
ENSG00000141905	NFIC	8817.8705613163	8855.37839885093	3765.29304110969	3717.28839373083	14.5235614189052	14.5262630366102	14.0688598646855	14.0632199860306	6288.95759875193	-1.24001927000089	0.0394855616794288	-31.4043720605579	1.76356610346872e-216	5.33377558080236e-214	chr19	+	3359562	3469217	109655	protein_coding
ENSG00000239306	RBM14	2029.48787690985	2065.96641693622	5845.66042912007	5698.19829508877	13.8317763908579	13.8376950340624	14.2831148108248	14.2695050319342	3909.82825451373	1.49504601552739	0.0476297428406841	31.3889163863039	2.86648212587006e-216	8.52963366777043e-214	chr11	+	66616629	66629934	13305	protein_coding
ENSG00000137312	FLOT1	13670.149549026	13316.2500197775	6329.21689844066	6180.06901279462	14.8276673647813	14.8080212573578	14.3264194485495	14.3132707191185	9873.9213700097	-1.10938021658528	0.0353446338691544	-31.3875147410552	2.99554218724217e-216	8.77218377975093e-214	chr6	-	30727708	30742687	14979	protein_coding
ENSG00000157933	SKI	5309.95393033863	5543.86891397597	13132.3191368155	12461.8548721839	14.2326889970453	14.255045693292	14.7976797498932	14.7591896068084	9111.99921332849	1.23764738127401	0.0394539882104357	31.3693858951033	5.29390902265566e-216	1.52605199310897e-213	chr1	+	2228318	2310213	81895	protein_coding
ENSG00000112715	VEGFA	8647.74492607647	8680.32910281629	3683.6257262911	3710.09629346656	14.5112206927801	14.5135954469388	14.0592413247952	14.062371594394	6180.44901216261	-1.22869074216672	0.0396169539533384	-31.0142658522887	3.4619633353652e-211	9.82611716525424e-209	chr6	+	43770212	43786487	16275	protein_coding
ENSG00000113739	STC2	31643.3681546072	29627.5742585211	60754.0348054394	59238.2475480775	15.5564879328184	15.4923795092339	16.2505238409497	16.2217916776757	45315.8061916613	0.969591248381064	0.0313805282524158	30.89786254017	1.276097451522e-209	3.56707907320142e-207	chr5	-	173314722	173328414	13692	protein_coding
ENSG00000135074	ADAM19	13395.5445834487	13009.4328470574	6125.04861139419	5873.89103011585	14.8124516908866	14.7907193417865	14.3083743435996	14.2856979695561	9600.97926800404	-1.13812051788368	0.0368846789900378	-30.8561860655226	4.62741786278216e-209	1.2741974947831e-206	chr5	-	157477303	157575775	98472	protein_coding
ENSG00000169710	FASN	24448.1632989751	23312.3342708101	45609.0461863184	44354.7097726257	15.3118841820798	15.2687486612779	15.9328421154126	15.9029616703985	34431.0633821823	0.913439415030511	0.0298077646074559	30.6443447557966	3.14336806290283e-206	8.52823491066094e-204	chr17	-	82078337	82098236	19899	protein_coding
ENSG00000184009	ACTG1	192533.215511765	194103.700450799	322737.407893814	312098.108639155	17.6828985683639	17.6936464035292	18.3784561222627	18.3326610986285	255368.108123883	0.71539878242868	0.0234797728799793	30.4687266817084	6.76755392537114e-204	1.80948699085757e-201	chr17	-	81510689	81523847	13158	protein_coding
ENSG00000150995	ITPR1	1138.17748358817	1065.68472530975	3875.97374408752	3792.29172505818	13.6645996777171	13.6483636815668	14.0817152234848	14.0720145764404	2468.0319195109	1.7983906815746	0.0591647440896306	30.3963231692536	6.14322811190688e-203	1.61909164909386e-200	chr3	+	4493347	4847840	354493	protein_coding
ENSG00000142871	CCN1	23326.6285405734	23019.9442378731	39724.7012396527	40237.7460927806	15.2693005155796	15.2574085469419	15.786689352911	15.8000690750178	31577.25502772	0.786854028344508	0.025910311374642	30.3683740796179	1.43740898501801e-202	3.7350363893799e-200	chr1	+	85580914	85584589	3675	protein_coding
ENSG00000111077	TNS2	2126.5704404978	2252.55742479731	369.652056547298	354.467798738843	13.8474075839718	13.8671415201103	13.4477587914571	13.441767273753	1275.81193014531	-2.59660142402334	0.0863844414863252	-30.058670049217	1.68199337721217e-198	4.30987441891492e-196	chr12	+	53046968	53064369	17401	protein_coding
ENSG00000169429	CXCL8	1617.11813062202	1720.67687146131	42.9827972729417	56.5093592192359	13.7605467654256	13.7792528602621	13.2570370210055	13.271530520987	859.321789643878	-5.06415849629709	0.168772059497969	-30.0059056656712	8.21833658959999e-198	2.07698755810315e-195	chr4	+	73740568	73743716	3148	protein_coding
ENSG00000131016	AKAP12	16017.6983961669	15167.7329586053	7396.26484074144	7182.85327821233	14.9503928671503	14.9073884767981	14.4156685652464	14.3984477434279	11441.1373684315	-1.09714210398169	0.0370439780767665	-29.6172862889637	8.95142793775161e-193	2.21283139324818e-190	chr6	+	151239966	151358559	118593	protein_coding
ENSG00000075624	ACTB	210425.069683101	213922.743275467	338479.857395029	331864.055051149	17.800830522154	17.8227962462207	18.4436533234156	18.4166125664598	273672.931351186	0.659654358077076	0.0222727383160391	29.6171197594525	8.99573713987821e-193	2.21283139324818e-190	chr7	-	5527151	5563902	36751	protein_coding
ENSG00000134668	SPOCD1	4585.07078888199	4293.51679944287	1309.9007468929	1390.1302367932	14.1596616830466	14.1284805446805	13.70105021231	13.7172306339082	2894.65464300274	-1.71711094026481	0.0583092485418185	-29.4483462436207	1.32186087298577e-190	3.20881726917295e-188	chr1	-	31790423	31816051	25628	protein_coding
ENSG00000070614	NDST1	10176.1018557038	9978.77168329297	4660.4097943187	4708.77078730469	14.6173215127977	14.6041900122768	14.1675388700912	14.1725580438797	7381.01353015504	-1.10512611724094	0.0376587921893873	-29.3457663666754	2.70603173248297e-189	6.4835817444907e-187	chr5	+	150497777	150553714	55937	protein_coding
ENSG00000182752	PAPPA	4380.73510742546	4331.98917219774	1487.20478564378	1470.27078259503	14.1379281288278	14.1326608738014	13.7361740155027	13.7329167293413	2917.5499619655	-1.55886953751312	0.0534450287196849	-29.1677182117213	4.98031752869494e-187	1.16761027644115e-184	chr9	+	116153790	116402321	248531	protein_coding
ENSG00000087086	FTL	21799.1962067898	21987.9228387239	36880.3146301158	36812.2514812001	15.2089564817621	15.2165673026201	15.7100368239573	15.7081487801193	29369.9212892074	0.751026046994062	0.0257486541516264	29.1675845491374	4.99979466848343e-187	1.16761027644115e-184	chr19	+	48965308	48966879	1571	protein_coding
ENSG00000143878	RHOB	5751.91074362469	5713.14735409737	11981.4547398325	11653.2573139013	14.2744852487921	14.2708937748763	14.7308043094463	14.7110016091712	8774.94253786397	1.04357085715364	0.0359061732317657	29.0638283956811	1.02913186122281e-185	2.37330671346246e-183	chr2	+	20447073	20449440	2367	protein_coding
ENSG00000106546	AHR	4441.75843310931	4715.75109042751	10453.4162967794	10190.1786315706	14.1444764962706	14.1732801238284	14.6355161027063	14.6182523216438	7450.2761129717	1.17281860162679	0.0405288139714542	28.9378959486168	3.98529824588246e-184	9.07713177015871e-182	chr7	+	17298651	17346147	47496	protein_coding
ENSG00000130449	ZSWIM6	1002.26189456505	1068.57015326636	3479.45743924463	3618.65387582089	13.6336867005884	13.6490205895077	14.0346740171926	14.0515056776569	2292.23584072423	1.77774092769084	0.061435650174882	28.9366340655685	4.13369260095787e-184	9.30030424330144e-182	chr5	+	61332257	61546172	213915	protein_coding
ENSG00000137124	ALDH1B1	3419.15542998298	3497.13868341718	1012.24487577778	1040.79965252884	14.0272686952861	14.0368321021115	13.6360279104153	13.6426598725735	2242.33466042669	-1.75195809502729	0.0608387940545097	-28.7967262049538	2.35728730461492e-182	5.23971005817358e-180	chr9	+	38392701	38398661	5960	protein_coding
ENSG00000171992	SYNPO	3798.2397258978	3553.8854332306	1053.07853318707	956.549335147429	14.0727079290814	14.0437185315652	13.6454829241909	13.622810093176	2340.43825686573	-1.87204899717159	0.0651283526415369	-28.7439943011495	1.07666762708176e-181	2.36469536333706e-179	chr5	+	150601079	150654232	53153	protein_coding
ENSG00000204767	INSYN2B	1520.03556703408	1426.3632198866	122.500972227884	114.046161333367	13.7424346284087	13.7243791633401	13.325046095025	13.3191890652078	795.736480120482	-3.63977679781426	0.127125299236748	-28.6314118406584	2.73172365604362e-180	5.92912585062927e-178	chr5	-	169861302	169980495	119193	protein_coding
ENSG00000173559	NABP1	2662.83602984072	2598.80877959109	6358.2302865999	6582.82662759353	13.927638563169	13.9185417547665	14.3289565314938	14.3483751530355	4550.67543090631	1.29835781663131	0.0453611184381605	28.6227029080273	3.50625102375663e-180	7.52172385317279e-178	chr2	+	191678135	191741097	62962	protein_coding
ENSG00000100311	PDGFB	1576.43591349945	1492.72806288874	150.439790455296	119.183375807843	13.7530277866762	13.7372322569015	13.3430804856286	13.3227727927647	834.696785662833	-3.51166115498992	0.122860162826055	-28.5825858782372	1.10607153756044e-179	2.34550733292557e-177	chr22	-	39223358	39244982	21624	protein_coding
ENSG00000074657	ZNF532	2132.11801555996	2311.22779324848	380.397755865534	422.279029801926	13.8482893190276	13.8761320213896	13.4519241183959	13.467616619845	1311.50564861898	-2.46762340879481	0.0866808642419728	-28.4679142319849	2.92494905212873e-178	6.13208921167305e-176	chr18	+	58862599	58986480	123881	protein_coding
ENSG00000008710	PKD1	4634.9989644415	4820.58830618452	10066.5711213229	10018.5956681231	14.1648899700721	14.184054161432	14.6100520155184	14.6068527612144	7385.18851501801	1.0870276855394	0.0382495989160065	28.4193224594705	1.16709990592055e-177	2.41930631059868e-175	chr16	-	2088707	2135898	47191	protein_coding
ENSG00000177666	PNPLA2	3175.98672309127	3274.96073075784	7762.69318749327	7436.63167325144	13.9966640276173	14.0092686464505	14.4445719117055	14.4188931444789	5412.56807864846	1.23643844993456	0.043567854589878	28.379603760012	3.61071864967943e-177	7.40157204088176e-175	chr11	+	818913	825573	6660	protein_coding
ENSG00000196924	FLNA	221286.297058982	220705.42259215	356733.576826916	344352.6234386	17.8679717680922	17.8644591892001	18.5157326137927	18.4672391147394	285769.479979162	0.665565499119327	0.0236152939332588	28.1836635614335	9.27345987270326e-175	1.88006660650003e-172	chrX	-	154348530	154374634	26104	protein_coding
