Gene.id	genename	Control_rep1	Control_rep2	si7_si621_rep1	si7_si621_rep2	Control_rep1.1	Control_rep2.1	si7_si621_rep1.1	si7_si621_rep2.1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome	strand	start	end	length	type
ENSG00000003436	TFPI	2490.98264898767	2607.73630712638	10331.8400209874	10455.8911621744	11.7592693375586	11.8081374798701	13.4720881926964	13.4877858982408	6471.61253481898	2.02726363219065	0.074235799337211	27.3084367689226	3.36784259144364e-164	3.00411559156773e-161	chr2	-	187464229	187554435	90206	protein_coding
ENSG00000154229	PRKCA	7218.17704878448	7379.33891165551	1617.10154558378	1521.46487428802	13.0084798077752	13.036535220424	11.3243724193038	11.2669569006779	4434.02059507795	-2.21770220652386	0.0821108653272858	-27.0086327513943	1.17020533274442e-160	9.96376649680385e-158	chr17	+	66302612	66810743	508131	protein_coding
ENSG00000144218	AFF3	3265.24733173334	3416.2138248373	450.98449478432	443.063946908051	12.0551771089693	12.1062136587946	10.3342825031246	10.3235983153115	1893.87739956575	-2.9019219268683	0.108313464868244	-26.7918852969786	4.01728815306576e-158	3.2718192036186e-155	chr2	-	99545418	100142590	597172	protein_coding
ENSG00000185567	AHNAK2	29543.4722004986	29756.9045407586	86827.4005172611	88033.8803566407	14.9007867856868	14.9108206530249	16.4232500734821	16.4429223597029	58540.4144037898	1.56009272781689	0.0589078705179416	26.4836042128146	1.49738518048325e-154	1.16870913336717e-151	chr14	-	104937252	104978374	41122	protein_coding
ENSG00000106484	MEST	12676.8425820235	14016.2523903804	3253.53099808688	3141.15618963585	13.7431995331149	13.8778284486931	12.051137310214	12.0117856885954	8271.94554003167	-2.06166928013818	0.0780413846983814	-26.4176409491738	8.59324572580735e-154	6.43874715743293e-151	chr7	+	130486335	130506465	20130	protein_coding
ENSG00000092621	PHGDH	4141.02229422201	4768.07982667417	660.37015307704	608.167964859636	12.3283278402622	12.4957952190562	10.5837189278048	10.5266401145759	2544.41005970822	-2.81259285554718	0.108089947341873	-26.0208550814754	2.87648216520887e-149	2.07239476610356e-146	chr1	+	119648410	119744190	95780	protein_coding
ENSG00000135318	NT5E	12131.4736281101	10805.2403755939	2549.13616813804	2292.64693282138	13.6845563551363	13.5310933486165	11.7838263412948	11.6720566538933	6944.62427616587	-2.24404704558936	0.0867798642471179	-25.8590753172777	1.92356005139657e-147	1.33452321788002e-144	chr6	+	85449583	85495791	46208	protein_coding
ENSG00000166106	ADAMTS15	2815.41746463688	3162.57381928093	298.508784642955	226.756784148696	11.8910110089864	12.0193717356361	10.1050573478388	9.9736396665472	1625.81421317737	-3.50976732890801	0.136579685154344	-25.6975795847072	1.24401424501645e-145	8.32245529916005e-143	chr11	+	130448973	130476641	27668	protein_coding
ENSG00000135046	ANXA1	5329.28968650778	6070.62693854176	22393.5277112547	24096.8269238199	12.6305571101771	12.791007902084	14.5165358549332	14.6177936124266	14472.5678150311	2.02761315564689	0.0792571656028421	25.5827109160989	2.37613261097918e-144	1.534817795478e-141	chr9	+	73151864	73170393	18529	protein_coding
ENSG00000172667	ZMAT3	5758.22037836303	4892.25774606114	22361.3145330559	22418.6177286918	12.725580822703	12.5267345693509	14.5145506062912	14.5180802219209	13857.602596543	2.07232294701755	0.0814056174215464	25.4567560895257	5.94257939370376e-143	3.71054657342863e-140	chr3	-	179017222	179071809	54587	protein_coding
ENSG00000167693	NXN	5055.61001073007	4825.3249668171	972.837981606176	886.127893816102	12.5664339118688	12.5101418803017	10.8769400729062	10.8025110786419	2934.97521324236	-2.41026362018535	0.0946995125453354	-25.4517003879137	6.76004991648382e-143	4.08481467856693e-140	chr17	-	799309	979776	180467	protein_coding
ENSG00000078269	SYNJ2	11219.8715080651	11205.0756621307	3161.18655391676	3221.61827433378	13.5808550815524	13.5791086945589	12.0188816173502	12.0400742363309	7201.93799961158	-1.81281612910715	0.0715020447202461	-25.3533466937882	8.25432343601171e-142	4.83187458135535e-139	chr6	+	157981862	158099176	117314	protein_coding
ENSG00000148154	UGCG	11157.1739823415	11125.8131603943	2820.80063761526	2437.89667013321	13.5734401520992	13.5697168594048	11.8930945918467	11.7364634409543	6885.42111262107	-2.08332430809985	0.0839598269004937	-24.8133468708664	6.43460540831552e-136	3.6525160154111e-133	chr9	+	111896813	111935369	38556	protein_coding
ENSG00000159388	BTG2	290.598055734878	279.180145004749	2335.4554194188	2552.84250541596	10.0915013283227	10.071565541889	11.6913551202099	11.7853767216413	1364.5190313936	3.10157232681467	0.125013623281959	24.8098746791723	7.01450872921916e-136	3.86458169163921e-133	chr1	+	203305518	203309602	4084	protein_coding
ENSG00000112096	SOD2	3833.50585852996	3140.5564576875	16121.6219159328	15885.5144360759	12.2383322637262	12.0115726714306	14.0668730935021	14.046867186451	9745.29966705655	2.19891648005708	0.0894721272716775	24.5765530239399	2.25039346489708e-133	1.20441058241292e-130	chr6	-	159679118	159762529	83411	protein_coding
ENSG00000109790	KLHL5	16813.8840809615	16029.5199344841	4317.63965125655	3688.71635043731	14.1239770659515	14.0591021211299	12.3775352460701	12.1938834091786	10212.4400042849	-2.03646698742696	0.0835160245712223	-24.384146609975	2.51920874434599e-131	1.31082828330803e-128	chr4	+	39045038	39122209	77171	protein_coding
ENSG00000030582	GRN	10876.5279148167	9891.07952223451	33212.8604956519	34081.4401613351	13.53977247056	13.4148833395126	15.0642656483486	15.1003933113572	22015.4770235096	1.69631304184195	0.0695862100152295	24.377143710955	2.98908204371939e-131	1.51328337413383e-128	chr17	+	44345301	44353106	7805	protein_coding
ENSG00000082153	BZW1	8284.03498608604	9066.74950417632	1846.88888340245	1527.73464712163	13.1845712214614	13.3013647410133	11.4529608579458	11.2707984618256	5181.35200519661	-2.36254463749181	0.0973217720403521	-24.2756023442754	3.54903077602981e-130	1.74948538148922e-127	chr2	+	200811909	200827338	15429	protein_coding
ENSG00000133169	BEX1	9287.19539766397	9237.60423014138	2673.69379050704	2518.35875483114	13.3326125130178	13.3256421422284	11.8349987372598	11.770884209983	5929.21304328588	-1.83515325757849	0.0762413695122629	-24.0703081452822	5.11683351475453e-128	2.45765449739441e-125	chrX	-	103062650	103064171	1521	protein_coding
ENSG00000148677	ANKRD1	15903.2771597375	16793.9627290081	4932.91135485516	4502.74185666696	14.0483819683037	14.1223650268568	12.5367187771735	12.4273330376776	10533.2232750669	-1.79309928827005	0.0749552353274889	-23.9222688106545	1.79662197698453e-126	8.41358071821857e-124	chr10	-	90912095	90921087	8992	protein_coding
ENSG00000112715	VEGFA	11563.2151013135	10216.9364738173	2770.33332510368	2593.59602883439	13.6207960131285	13.4573934011599	11.8734370509944	11.8023102421972	6786.02023226723	-2.02158040282087	0.084765208717442	-23.8491762529559	1.03276652030353e-125	4.7184835264209e-123	chr6	+	43770212	43786487	16275	protein_coding
ENSG00000153253	SCN3A	3376.70959968644	3073.62367844346	529.369895068261	501.58182668836	12.0930372426828	11.9875923603453	10.4345079581622	10.4000559269072	1870.32124997163	-2.64531750923431	0.110932164617734	-23.8462624284844	1.10721845116678e-125	4.93819429220382e-123	chr2	-	165087525	165204050	116525	protein_coding
ENSG00000213625	LEPROT	2653.20005681228	2611.25908498133	9015.39480525988	9605.29198108209	11.8267083830967	11.8095854069335	13.2939865369031	13.3765357389204	5971.28648203389	1.82265980510286	0.0767818917255146	23.7381466403385	1.45660310353232e-124	6.34536961287614e-122	chr1	+	65420667	65436007	15340	protein_coding
ENSG00000185070	FLRT2	241.833313505395	229.861255035456	2014.39741003663	2276.97250073737	10.0029806069791	9.97976707985282	11.5394958812422	11.6649218980898	1190.76611982871	3.18644319426334	0.13515087086984	23.5769342347199	6.64723716435279e-123	2.82991014915128e-120	chr14	+	85530143	85654428	124285	protein_coding
ENSG00000049323	LTBP1	5954.27454610197	5905.05637935913	1478.58487932859	1317.69725719588	12.7669897007713	12.756706771948	11.2403785800392	11.1355396421245	3663.90326549639	-2.08463023012654	0.0896040741151512	-23.2649045337777	1.00517147661443e-119	4.184193799987e-117	chr2	+	32946952	33399509	452557	protein_coding
ENSG00000198121	LPAR1	3662.33166131627	4126.93425707336	689.362013456032	584.133835664152	12.1856301401157	12.3243279790478	10.6142205643866	10.4993488393711	2265.69044187745	-2.61331525182417	0.113461859060919	-23.0325439178733	2.2008430142987e-117	8.96221550953112e-115	chr9	-	110873262	111038043	164781	protein_coding
ENSG00000277778	PGM5P2	1034.01157502924	1035.69668935516	4354.14791988195	4387.79602138421	10.9268643621217	10.9282115677258	12.3874967097553	12.3966160692927	2702.91305141264	2.07851659757101	0.0906043657520826	22.9405788597249	1.82979082739136e-116	7.29268974014786e-114	chr9	-	41006998	41074617	67619	transcribed_unprocessed_pseudogene
ENSG00000112984	KIF20A	3531.96061576398	4603.38996195528	531.51744028152	456.648454714194	12.1441225268823	12.4536928539851	10.4371249592298	10.3418552559482	2280.87911817874	-3.0420731651341	0.132776716188237	-22.9111944659134	3.59355449144992e-116	1.40238464028833e-113	chr5	+	138179111	138187723	8612	protein_coding
ENSG00000101871	MID1	2784.56630118558	2871.06395178386	9296.72322819677	9978.34346468155	11.8790092007186	11.9123998351913	13.3339478450498	13.4263913925903	6232.67423646194	1.76885374543638	0.0772146402731674	22.9082689393953	3.84314893333204e-116	1.46918093508522e-113	chrX	-	10445555	10833654	388099	protein_coding
ENSG00000152661	GJA1	10807.859196167	10846.6330153896	3255.67854330014	2907.08467051462	13.5314131142403	13.5361392034901	12.0518786588685	11.9260715955161	6954.31385634284	-1.81314236616531	0.0794670632323438	-22.8162749750055	3.16105739818258e-115	1.18425854365512e-112	chr6	+	121435594	121449715	14121	protein_coding
ENSG00000138316	ADAMTS14	1095.71390193185	919.445020141825	4900.69817665628	5178.83236055731	10.9752703014905	10.8316486435364	12.5288132557012	12.5956633250319	3023.67236482182	2.32383020909872	0.101880550802654	22.8093604794114	3.70227561676509e-115	1.35982405594595e-112	chr10	+	70672505	70762441	89936	protein_coding
ENSG00000136295	TTYH3	17986.2282921111	17707.2428879038	47506.9214351016	50646.1799877182	14.2158000476582	14.1944735622604	15.5673953594002	15.6577854458819	33461.6431507087	1.45939873149458	0.0641430618067139	22.752246157071	1.36338457892919e-114	4.91133075625031e-112	chr7	+	2631985	2664802	32817	protein_coding
ENSG00000170017	ALCAM	20422.4750059433	20518.4196161535	52335.6768471137	53667.1655313766	14.3897276083019	14.39616556072	15.7041846168754	15.7397282649623	36735.9342501468	1.37248591263523	0.0603853799537391	22.7287782851857	2.32720907722435e-114	8.225147251805e-112	chr3	+	105366908	105576900	209992	protein_coding
ENSG00000145555	MYO10	18184.2728574921	16812.4573127466	5794.07698537188	5540.38926062851	14.2307498067832	14.1238616716008	12.7332445699698	12.6781158306418	11582.7991040598	-1.62645992546862	0.0724097652709378	-22.4618864511277	9.79405297467592e-112	3.39744815410425e-109	chr5	-	16661906	16936288	274382	protein_coding
ENSG00000164754	RAD21	5015.80205788967	5788.8047101458	1163.9695055862	1024.0628961554	12.5568611786094	12.7321202903863	11.0267318434166	10.9188807880489	3248.15979244427	-2.304388415117	0.103666786985662	-22.2288013559802	1.80900406344207e-109	6.16113893025398e-107	chr8	-	116845933	116874776	28843	protein_coding
ENSG00000146112	PPP1R18	6878.81425082012	7061.40821024631	19063.7588580972	19784.268176439	12.9475401536488	12.9806509747471	14.2953268485592	14.3461554589395	13197.0623739007	1.47852566278248	0.0665406122003576	22.2198987038254	2.20566948793744e-109	7.37796443715075e-107	chr6	-	30676390	30687895	11505	protein_coding
ENSG00000141526	SLC16A3	13691.9453794536	15747.6977060881	4061.00799827214	3635.42328135167	13.8463682686315	14.0350598924945	12.3054582241089	12.1771628637112	9284.01859129137	-1.93568791885473	0.0873224751378431	-22.1671215319899	7.13284568788367e-109	2.34407834079714e-106	chr17	+	82229041	82240086	11045	protein_coding
ENSG00000065809	FAM107B	2640.26247213915	2809.41533932224	489.640308622976	459.783341130996	11.8214490226955	11.8886841637904	10.3849007591972	10.3460228628522	1599.77536530384	-2.52141588869774	0.114018161454348	-22.1141602051467	2.3096714275065e-108	7.45944227242271e-106	chr10	-	14518556	14774897	256341	protein_coding
ENSG00000197321	SVIL	4910.31098286263	4864.07552322155	1300.33862662812	1253.9545667209	12.5311769708023	12.5197717985645	11.12370513863	11.0915381851995	3082.1699248583	-1.93613173438029	0.0878783376759538	-22.0319567436479	1.42291988827569e-107	4.5176500588441e-105	chr10	-	29457337	29735804	278467	protein_coding
ENSG00000140416	TPM1	56217.7862000257	51269.6282064716	18899.4716492829	17628.511283818	15.8054633210192	15.6750816445423	14.2834817191409	14.1883975093696	36003.8493348995	-1.55708036457131	0.0707636935493035	-22.0039442046145	2.63994156063327e-107	8.24189755229707e-105	chr15	+	63042769	63071190	28421	protein_coding
ENSG00000118985	ELL2	3448.36391479915	3366.894934868	745.198189000757	663.550958223142	12.1168464786355	12.0897443107804	10.6707816834668	10.5871054555308	2056.00199922276	-2.27458097908726	0.105034290669623	-21.6556037517479	5.38213982812883e-104	1.65275808623786e-101	chr5	-	95885097	95961851	76754	protein_coding
ENSG00000103257	SLC7A5	13955.6730670212	16948.9649546259	3961.14714585561	3567.50074232096	13.8720038040598	14.1348604907063	12.2763862782589	12.155559945106	9608.32147745591	-2.03754991914833	0.0945268379402323	-21.5552531275471	4.72677987088576e-103	1.42809742808761e-100	chr16	-	87830022	87869507	39485	protein_coding
ENSG00000136068	FLNB	21965.0331785085	23898.5249679775	8129.53240479068	7871.69979259044	14.4899019848708	14.6063643179935	13.1603485347271	13.1189912809629	15466.1975859668	-1.51924729491356	0.0704853108262385	-21.5540979688495	4.84620835618237e-103	1.44093928457156e-100	chr3	+	58008399	58172251	163852	protein_coding
ENSG00000115310	RTN4	24072.8642814074	27345.5630990456	75363.8041688864	74484.9012632214	14.6164173102961	14.7931810271429	16.2215890057559	16.2048988170694	50316.7832031402	1.54306668325303	0.0719158574580235	21.4565568401058	3.96609390579648e-102	1.16082611005281e-99	chr2	-	54972188	55050544	78356	protein_coding
ENSG00000198830	HMGN2	11905.5634957409	14697.9099053131	3268.56381457969	2991.72660376828	13.6595460811205	13.9417939980672	12.0563185188571	11.9576784628152	8215.9409548505	-2.08752317051816	0.0973439586881839	-21.4448148467539	5.10489844937452e-102	1.47115319621051e-99	chr1	+	26472439	26476642	4203	protein_coding
ENSG00000173473	SMARCC1	5399.94880279948	5998.40999251529	1401.27325165128	1211.1111190246	12.6466535055894	12.7761480903651	11.191052146555	11.0610927656756	3502.68579149766	-2.12578812865961	0.0993091993872531	-21.4057523550278	1.18099318613462e-101	3.35187338828388e-99	chr3	-	47585268	47781893	196625	protein_coding
ENSG00000167900	TK1	2833.33104341506	3617.01216256942	452.058267390949	369.916597182665	11.8979324678158	12.1713398986631	10.3357224248629	10.2191774424055	1818.07951763952	-2.97307556415038	0.139082993809863	-21.3762695402919	2.22197247065715e-101	6.21223706273877e-99	chr17	-	78174120	78187233	13113	protein_coding
ENSG00000152894	PTPRK	5416.86718275665	5438.28831357832	14422.9136522452	14621.1102479657	12.6504807078755	12.6553117861166	13.9163299117988	13.9347277261295	9974.79484913646	1.41985205882334	0.0672243832748726	21.1210871659132	5.09097906644293e-99	1.4024149981266e-96	chr6	-	127968784	128520599	551815	protein_coding
ENSG00000275993	SIK1B	4641.60730118997	4670.32274119933	1288.5271279552	1212.15608116354	12.4635749572869	12.4709550315236	11.115589949557	11.061844025678	2953.15331287701	-1.89689398865002	0.0898770366426514	-21.105435376024	7.08988080066337e-99	1.92474850953661e-96	chr21	+	6111130	6123778	12648	protein_coding
ENSG00000117525	F3	5067.55239658219	5395.13428485519	1452.81433676949	1338.59649997456	12.5692932011339	12.6455625026286	11.2241422981185	11.1496456916541	3313.52437954536	-1.90646493150547	0.0907944553465313	-20.9975920250763	6.89950172013325e-98	1.84630666030766e-95	chr1	-	94529172	94541759	12587	protein_coding
ENSG00000149591	TAGLN	14340.815010752	13739.7143287669	5156.25605703406	5001.18879693852	13.9086395950056	13.8510456246832	12.5903528048552	12.5533308380264	9559.49354837287	-1.46700306771512	0.0698934283573055	-20.9891416431253	8.2420729403152e-98	2.17451422983077e-95	chr11	+	117199369	117207464	8095	protein_coding
ENSG00000188157	AGRN	26474.2790365042	27105.1335104453	63719.8140225979	66138.7886595549	14.7481977468007	14.7809075176519	15.9830705067028	16.0359714374133	45859.5038072756	1.27717414991775	0.0610949284918719	20.9047490756563	4.84740741502059e-97	1.26113382914119e-94	chr1	+	1020119	1056116	35997	protein_coding
ENSG00000125378	BMP4	4796.85831726751	5150.3012239362	1341.14198568004	1221.56074041394	12.5030257562833	12.5889487644833	11.1513533225463	11.0685855546714	3127.46556682442	-1.95693700783218	0.093633272096291	-20.9000173124324	5.35255751173787e-97	1.37348092205307e-94	chr14	-	53949735	53956825	7090	protein_coding
ENSG00000044574	HSPA5	27223.6637487246	28073.0167260927	11040.5299413628	10550.9827168174	14.7869713376629	14.8296923855026	13.559542612901	13.4997039170961	19222.0482832494	-1.35677258820768	0.0650500232956825	-20.8573728258408	1.3065418645742e-96	3.30731651448702e-94	chr9	-	125234859	125241382	6523	protein_coding
ENSG00000133216	EPHB2	4548.05861201504	4884.33149588751	1283.15826492205	1280.07862019425	12.4392622606147	12.5247797391315	11.1118842614783	11.1097538101427	2998.90674825471	-1.87983201092082	0.0908511946538884	-20.6913295756024	4.14621420749359e-95	1.0355584604636e-92	chr1	+	22710838	22921500	210662	protein_coding
ENSG00000156113	KCNMA1	11279.5834373257	10956.7198233567	4097.51626689754	4007.42980281221	13.587881532863	13.5494734409973	12.3159389502612	12.2899348063568	7585.31233259805	-1.45601907674711	0.0712306149495289	-20.4409168414281	7.23668956243872e-93	1.78081885284978e-90	chr10	-	76872903	77637993	765090	protein_coding
ENSG00000103196	CRISPLD2	1367.40318006754	1223.28461013122	111.672351089451	108.676062449145	11.1688404673337	11.0698174260152	9.70210607294598	9.69336930887629	702.759050934339	-3.55525998372171	0.173933365022852	-20.4403564736105	7.32025686896397e-93	1.78081885284978e-90	chr16	+	84819984	84909508	89524	protein_coding
ENSG00000136235	GPNMB	8330.8093306735	7256.92238119601	23536.0217647084	22895.1204640457	13.191824436944	13.0152750704627	14.5852339700517	14.5471005674052	15504.7184851559	1.57492818255724	0.0773585722953733	20.3588062166374	3.87920443239358e-92	9.31605864456365e-90	chr7	+	23246696	23275107	28411	protein_coding
ENSG00000250644	AC068580.4	7017.14688694049	5824.91318315903	1409.86343250431	1135.87384502135	12.9726949186659	12.7398024952141	11.1966257657131	11.0058022193086	3846.9493369063	-2.33478503277813	0.114705725230093	-20.3545640646506	4.2299646624415e-92	1.00298351970701e-89	chr11	-	1734820	1763954	29134	protein_coding
ENSG00000180332	KCTD4	84.5918997858378	79.2625017363642	1075.92015184259	1152.59323924429	9.6180051830539	9.59986683708364	10.9599449226908	11.0182988069059	598.091948152272	3.76716267990173	0.185206475932879	20.3403399418225	5.65372160964633e-92	1.32381891489869e-89	chr13	-	45192852	45194717	1865	protein_coding
ENSG00000105810	CDK6	3644.41808253809	3862.72591795215	10796.7835596579	11872.859822569	12.1799989413829	12.247134839523	13.5300602605712	13.6558891757635	7544.19684567931	1.59424682900003	0.0788403820656695	20.2211961336275	6.37193617052793e-91	1.47356923884357e-88	chr7	-	92604920	92836573	231653	protein_coding
ENSG00000138160	KIF11	2869.15820097141	3825.73675047518	512.189533362192	482.772508187546	11.9116727429118	12.2359825252156	10.4133390153321	10.3760850424515	1922.46424824908	-2.75091442123424	0.136221137059176	-20.194475546326	1.09483034359939e-90	2.5010197556468e-88	chr10	+	92593129	92655395	62266	protein_coding
ENSG00000163053	SLC16A14	1699.79958628483	1789.57115031436	263.074288624187	250.79091334418	11.3720900155377	11.4220253730186	10.0426547060389	10.0199377418151	1000.80898464189	-2.76385165667605	0.137127738894615	-20.1553068617293	2.41755185335854e-90	5.45609413459182e-88	chr2	-	230034981	230068924	33943	protein_coding
ENSG00000122966	CIT	3514.0470369858	4697.62426957518	670.034106536704	559.054744329734	12.1383221231792	12.4779362776359	10.5939768908726	10.4701326118737	2360.19003935686	-2.74075603055095	0.13636765094347	-20.0982858587708	7.6386797820085e-90	1.70342559138789e-87	chr12	-	119685790	119877320	191530	protein_coding
ENSG00000118785	SPP1	218.943740622168	234.264727354143	1573.07686871197	1657.30995234945	9.95801225321116	9.98838094273387	11.2982517952503	11.3477871308662	920.898822259435	2.83241551145928	0.141167701900324	20.0641894238612	1.51744486548687e-89	3.34409143768236e-87	chr4	+	87975666	87983426	7760	protein_coding
ENSG00000135679	MDM2	4963.05652037615	5059.58969417125	12892.7876877984	13097.5554493998	12.5440771311734	12.5673873813895	13.7657748861675	13.7868593689766	9003.2473379364	1.37464923939549	0.0685422142498623	20.0555125690041	1.80672307945256e-89	3.93529496794248e-87	chr12	+	68808176	68850686	42510	protein_coding
ENSG00000142192	APP	25942.8428660849	24652.3994289367	59380.6989192088	60374.7775011945	14.7200549143931	14.6493401339209	15.8830257780454	15.9065661161743	42587.6796788562	1.24306428055445	0.0621122704817993	20.0131837221875	4.22765734401287e-89	9.10258360552288e-87	chr21	-	25880550	26171128	290578	protein_coding
ENSG00000143387	CTSK	1603.26530064688	1331.61002917092	5669.51936300288	5978.22839684189	11.3162185397618	11.1449472325159	12.7064434908199	12.7719675747793	3645.65577241564	1.98974771734827	0.0994624738680072	20.0050093263192	4.98093096544556e-89	1.06025907778098e-86	chr1	-	150796227	150809189	12962	protein_coding
